"QuizTitle","Category","QuestionText","AnswerText","IsCorrect"
"Basic Security","Security","A network engineer deployed a redundant switch stack to increase system availability. However, the budget can only cover the cost of one ISP connection. Which of the following best describes the potential risk factor?","There is a single point of failure.","TRUE"
"Basic Security","Security","Which of the following best describes the risk present after controls and mitigating factors have been applied?","Residual","TRUE"
"Basic Security","Security","Which of the following best describes the risk present after controls and mitigating factors have been applied?","Avoided","FALSE"
"Basic Security","Security","Which of the following best describes the risk present after controls and mitigating factors have been applied?","Inherent","FALSE"
"Basic Security","Security","Which of the following best describes the risk present after controls and mitigating factors have been applied?","Operational","FALSE"
"Basic Security","Security","Which of the following is a possible factor for MFA?","Something you exhibit","FALSE"
"Basic Security","Security","Which of the following is a possible factor for MFA?","Something you have","TRUE"
"Basic Security","Security","Which of the following is a possible factor for MFA?","Somewhere you are","FALSE"
"Basic Security","Security","Which of the following is a possible factor for MFA?","Someone you know","FALSE"
"Basic Security","Security","Easy-to-guess passwords led to an account compromise. The current password policy requires at least 12 alphanumeric characters, one uppercase character, one lowercase character, a password history of two passwords, a minimum password age of one day, and a maximum password age of 90 days. Which of the following would reduce the risk of this incident from happening again? (Choose two.)","Increasing the minimum password length to 14 characters.","TRUE"
"Basic Security","Security","Easy-to-guess passwords led to an account compromise. The current password policy requires at least 12 alphanumeric characters, one uppercase character, one lowercase character, a password history of two passwords, a minimum password age of one day, and a maximum password age of 90 days. Which of the following would reduce the risk of this incident from happening again? (Choose two.)","Upgrading the password hashing algorithm from MD5 to SHA-512.","FALSE"
"Basic Security","Security","Easy-to-guess passwords led to an account compromise. The current password policy requires at least 12 alphanumeric characters, one uppercase character, one lowercase character, a password history of two passwords, a minimum password age of one day, and a maximum password age of 90 days. Which of the following would reduce the risk of this incident from happening again? (Choose two.)","Increasing the maximum password age to 120 days.","FALSE"
"Basic Security","Security","Easy-to-guess passwords led to an account compromise. The current password policy requires at least 12 alphanumeric characters, one uppercase character, one lowercase character, a password history of two passwords, a minimum password age of one day, and a maximum password age of 90 days. Which of the following would reduce the risk of this incident from happening again? (Choose two.)","Reducing the minimum password length to ten characters.","FALSE"
"Basic Security","Security","Easy-to-guess passwords led to an account compromise. The current password policy requires at least 12 alphanumeric characters, one uppercase character, one lowercase character, a password history of two passwords, a minimum password age of one day, and a maximum password age of 90 days. Which of the following would reduce the risk of this incident from happening again? (Choose two.)","Reducing the minimum password age to zero days.","FALSE"
"Basic Security","Security","Easy-to-guess passwords led to an account compromise. The current password policy requires at least 12 alphanumeric characters, one uppercase character, one lowercase character, a password history of two passwords, a minimum password age of one day, and a maximum password age of 90 days. Which of the following would reduce the risk of this incident from happening again? (Choose two.)","Including a requirement for at least one special character.","TRUE"
"Basic Security","Security","Which of the following considerations is the most important regarding cryptography used in an IoT device?","Resource constraints","TRUE"
"Basic Security","Security","Which of the following considerations is the most important regarding cryptography used in an IoT device?","Available bandwidth","FALSE"
"Basic Security","Security","Which of the following considerations is the most important regarding cryptography used in an IoT device?","The use of block ciphers","FALSE"
"Basic Security","Security","Which of the following considerations is the most important regarding cryptography used in an IoT device?","The compatibility of the TLS version","FALSE"
"Basic Security","Security","Which of the following is the best reason an organization should enforce a data classification policy to help protect its most sensitive information?","End users will be required to consider the classification of data that can be used in documents.","FALSE"
"Basic Security","Security","Which of the following is the best reason an organization should enforce a data classification policy to help protect its most sensitive information?","The policy will result in the creation of access levels for each level of classification.","FALSE"
"Basic Security","Security","Which of the following is the best reason an organization should enforce a data classification policy to help protect its most sensitive information?","The organization will have the ability to create security requirements based on classification levels.","TRUE"
"Basic Security","Security","Which of the following is the best reason an organization should enforce a data classification policy to help protect its most sensitive information?","Security analysts will be able to see the classification of data within a document before opening it.","FALSE"
"Basic Security","Security","An administrator is installing an LDAP browser tool in order to view objects in the corporate LDAP directory. Secure connections to the LDAP server are required. When the browser connects to the server, certificate errors are being displayed, and then the connection is terminated. Which of the following is the most likely solution?","The administrator should allow SAN certificates in the browser configuration.","FALSE"
"Basic Security","Security","An administrator is installing an LDAP browser tool in order to view objects in the corporate LDAP directory. Secure connections to the LDAP server are required. When the browser connects to the server, certificate errors are being displayed, and then the connection is terminated. Which of the following is the most likely solution?","The administrator needs to install the server certificate into the local truststore.","TRUE"
"Basic Security","Security","An administrator is installing an LDAP browser tool in order to view objects in the corporate LDAP directory. Secure connections to the LDAP server are required. When the browser connects to the server, certificate errors are being displayed, and then the connection is terminated. Which of the following is the most likely solution?","The administrator should request that the secure LDAP port be opened to the server.","FALSE"
"Basic Security","Security","An administrator is installing an LDAP browser tool in order to view objects in the corporate LDAP directory. Secure connections to the LDAP server are required. When the browser connects to the server, certificate errors are being displayed, and then the connection is terminated. Which of the following is the most likely solution?","The administrator needs to increase the TLS version on the organization's RA.","FALSE"
"Basic Security","Security","A security administrator is working to find a cost-effective solution to implement certificates for a large number of domains and subdomains owned by the company. Which of the following types of certificates should the administrator implement?","Wildcard","TRUE"
"Basic Security","Security","A security administrator is working to find a cost-effective solution to implement certificates for a large number of domains and subdomains owned by the company. Which of the following types of certificates should the administrator implement?","Client certificate","FALSE"
"Basic Security","Security","A security administrator is working to find a cost-effective solution to implement certificates for a large number of domains and subdomains owned by the company. Which of the following types of certificates should the administrator implement?","Self-signed","FALSE"
"Basic Security","Security","A security administrator is working to find a cost-effective solution to implement certificates for a large number of domains and subdomains owned by the company. Which of the following types of certificates should the administrator implement?","Code signing","FALSE"
"Basic Security","Security","A company wants to reduce the time and expense associated with code deployment. Which of the following technologies should the company utilize?","Serverless architecture","TRUE"
"Basic Security","Security","A company wants to reduce the time and expense associated with code deployment. Which of the following technologies should the company utilize?","Thin clients","FALSE"
"Basic Security","Security","A company wants to reduce the time and expense associated with code deployment. Which of the following technologies should the company utilize?","Private cloud","FALSE"
"Basic Security","Security","A company wants to reduce the time and expense associated with code deployment. Which of the following technologies should the company utilize?","Virtual machines","FALSE"
"Basic Security","Security","During a penetration test, a flaw in the internal PKI was exploited to gain domain administrator rights using specially crafted certificates. Which of the following remediation tasks should be completed as part of the cleanup phase?","Updating the CRL","TRUE"
"Basic Security","Security","During a penetration test, a flaw in the internal PKI was exploited to gain domain administrator rights using specially crafted certificates. Which of the following remediation tasks should be completed as part of the cleanup phase?","Patching the CA","FALSE"
"Basic Security","Security","During a penetration test, a flaw in the internal PKI was exploited to gain domain administrator rights using specially crafted certificates. Which of the following remediation tasks should be completed as part of the cleanup phase?","Changing passwords","FALSE"
"Basic Security","Security","During a penetration test, a flaw in the internal PKI was exploited to gain domain administrator rights using specially crafted certificates. Which of the following remediation tasks should be completed as part of the cleanup phase?","Implementing SOAR","FALSE"
"Basic Security","Security","A company wants to implement MFA. Which of the following enables the additional factor while using a smart card?","PIN","TRUE"
"Basic Security","Security","A company wants to implement MFA. Which of the following enables the additional factor while using a smart card?","Hardware token","FALSE"
"Basic Security","Security","A company wants to implement MFA. Which of the following enables the additional factor while using a smart card?","User ID","FALSE"
"Basic Security","Security","A company wants to implement MFA. Which of the following enables the additional factor while using a smart card?","SMS","FALSE"
"Basic Security","Security","Which of the following data roles is responsible for identifying risks and appropriate access to data?","Owner","TRUE"
"Basic Security","Security","Which of the following data roles is responsible for identifying risks and appropriate access to data?","Custodian","FALSE"
"Basic Security","Security","Which of the following data roles is responsible for identifying risks and appropriate access to data?","Steward","FALSE"
"Basic Security","Security","Which of the following data roles is responsible for identifying risks and appropriate access to data?","Controller","FALSE"
"Basic Security","Security","The author of a software package is concerned about bad actors repackaging and inserting malware into the software. The software download is hosted on a website, and the author exclusively controls the website's contents. Which of the following techniques would best ensure the software's integrity?","Input validation","FALSE"
"Basic Security","Security","The author of a software package is concerned about bad actors repackaging and inserting malware into the software. The software download is hosted on a website, and the author exclusively controls the website's contents. Which of the following techniques would best ensure the software's integrity?","Code signing","TRUE"
"Basic Security","Security","The author of a software package is concerned about bad actors repackaging and inserting malware into the software. The software download is hosted on a website, and the author exclusively controls the website's contents. Which of the following techniques would best ensure the software's integrity?","Secure cookies","FALSE"
"Basic Security","Security","The author of a software package is concerned about bad actors repackaging and inserting malware into the software. The software download is hosted on a website, and the author exclusively controls the website's contents. Which of the following techniques would best ensure the software's integrity?","Fuzzing","FALSE"
"Basic Security","Security","a third-party vendor is moving a particular application to the end-of-life stage at the end of the current year. Which of the following is the most critical risk if the company chooses to continue running the application?","Lack of security updates","TRUE"
"Basic Security","Security","a third-party vendor is moving a particular application to the end-of-life stage at the end of the current year. Which of the following is the most critical risk if the company chooses to continue running the application?","Lack of new features","FALSE"
"Basic Security","Security","a third-party vendor is moving a particular application to the end-of-life stage at the end of the current year. Which of the following is the most critical risk if the company chooses to continue running the application?","Lack of support","FALSE"
"Basic Security","Security","a third-party vendor is moving a particular application to the end-of-life stage at the end of the current year. Which of the following is the most critical risk if the company chooses to continue running the application?","Lack of source code access","FALSE"
"Basic Security","Security","A security analyst recently read a report about a flaw in several of the organization's printer models that causes credentials to be sent over the network in cleartext, regardless of the encryption settings. Which of the following would be best to use to validate this finding?","Wireshark","TRUE"
"Basic Security","Security","A security analyst recently read a report about a flaw in several of the organization's printer models that causes credentials to be sent over the network in cleartext, regardless of the encryption settings. Which of the following would be best to use to validate this finding?","netcat","FALSE"
"Basic Security","Security","A security analyst recently read a report about a flaw in several of the organization's printer models that causes credentials to be sent over the network in cleartext, regardless of the encryption settings. Which of the following would be best to use to validate this finding?","Nessus","FALSE"
"Basic Security","Security","A security analyst recently read a report about a flaw in several of the organization's printer models that causes credentials to be sent over the network in cleartext, regardless of the encryption settings. Which of the following would be best to use to validate this finding?","Nmap","FALSE"
"Basic Security","Security","A security team is addressing a risk associated with the attack surface of the organization's web application over port 443. Currently, no advanced network security capabilities are in place. Which of the following would be best to set up? (Choose two.)","NIDS","TRUE"
"Basic Security","Security","A security team is addressing a risk associated with the attack surface of the organization's web application over port 443. Currently, no advanced network security capabilities are in place. Which of the following would be best to set up? (Choose two.)","Honeypot","FALSE"
"Basic Security","Security","A security team is addressing a risk associated with the attack surface of the organization's web application over port 443. Currently, no advanced network security capabilities are in place. Which of the following would be best to set up? (Choose two.)","Certificate revocation list","FALSE"
"Basic Security","Security","A security team is addressing a risk associated with the attack surface of the organization's web application over port 443. Currently, no advanced network security capabilities are in place. Which of the following would be best to set up? (Choose two.)","HIPS","FALSE"
"Basic Security","Security","A security team is addressing a risk associated with the attack surface of the organization's web application over port 443. Currently, no advanced network security capabilities are in place. Which of the following would be best to set up? (Choose two.)","WAF","TRUE"
"Basic Security","Security","A security team is addressing a risk associated with the attack surface of the organization's web application over port 443. Currently, no advanced network security capabilities are in place. Which of the following would be best to set up? (Choose two.)","SIEM","FALSE"
"Basic Security","Security","An organization wants to improve the company's security authentication method for remote employees. Given the following requirements: Must work across SaaS and internal network applications Must be device manufacturer agnostic Must have offline capabilities Which of the following would be the most appropriate authentication method?","Username and password","FALSE"
"Basic Security","Security","An organization wants to improve the company's security authentication method for remote employees. Given the following requirements: Must work across SaaS and internal network applications Must be device manufacturer agnostic Must have offline capabilities Which of the following would be the most appropriate authentication method?","Biometrics","FALSE"
"Basic Security","Security","An organization wants to improve the company's security authentication method for remote employees. Given the following requirements: Must work across SaaS and internal network applications Must be device manufacturer agnostic Must have offline capabilities Which of the following would be the most appropriate authentication method?","SMS verification","FALSE"
"Basic Security","Security","An organization wants to improve the company's security authentication method for remote employees. Given the following requirements: Must work across SaaS and internal network applications Must be device manufacturer agnostic Must have offline capabilities Which of the following would be the most appropriate authentication method?","Time-based tokens","TRUE"
"Basic Security","Security","Which of the following activities are associated with vulnerability management? (Choose two.)","Reporting","TRUE"
"Basic Security","Security","Which of the following activities are associated with vulnerability management? (Choose two.)","Prioritization","TRUE"
"Basic Security","Security","Which of the following activities are associated with vulnerability management? (Choose two.)","Exploiting","FALSE"
"Basic Security","Security","Which of the following activities are associated with vulnerability management? (Choose two.)","Correlation","FALSE"
"Basic Security","Security","Which of the following activities are associated with vulnerability management? (Choose two.)","Containment","FALSE"
"Basic Security","Security","Which of the following activities are associated with vulnerability management? (Choose two.)","Tabletop exercise","FALSE"
"Basic Security","Security","An administrator wants to perform a risk assessment without using proprietary company information. Which of the following methods should the administrator use to gather information?","Network scanning","FALSE"
"Basic Security","Security","An administrator wants to perform a risk assessment without using proprietary company information. Which of the following methods should the administrator use to gather information?","Penetration testing","FALSE"
"Basic Security","Security","An administrator wants to perform a risk assessment without using proprietary company information. Which of the following methods should the administrator use to gather information?","Open-source intelligence","TRUE"
"Basic Security","Security","An administrator wants to perform a risk assessment without using proprietary company information. Which of the following methods should the administrator use to gather information?","Configuration auditing","FALSE"
"Basic Security","Security","Which of the following is a risk of conducting a vulnerability assessment?","A disruption of business operations","TRUE"
"Basic Security","Security","Which of the following is a risk of conducting a vulnerability assessment?","Unauthorized access to the system","FALSE"
"Basic Security","Security","Which of the following is a risk of conducting a vulnerability assessment?","Reports of false positives","FALSE"
"Basic Security","Security","Which of the following is a risk of conducting a vulnerability assessment?","Finding security gaps in the system","FALSE"
"Basic Security","Security","Which of the following cryptographic solutions protects data at rest?","Digital signatures","FALSE"
"Basic Security","Security","Which of the following cryptographic solutions protects data at rest?","Full disk encryption","TRUE"
"Basic Security","Security","Which of the following cryptographic solutions protects data at rest?","Private key","FALSE"
"Basic Security","Security","Which of the following cryptographic solutions protects data at rest?","Steganography","FALSE"
"Basic Security","Security","Which of the following is the best way to securely store an encryption key for a data set in a manner that allows multiple entities to access the key when needed?","Public key infrastructure","FALSE"
"Basic Security","Security","Which of the following is the best way to securely store an encryption key for a data set in a manner that allows multiple entities to access the key when needed?","Open public ledger","FALSE"
"Basic Security","Security","Which of the following is the best way to securely store an encryption key for a data set in a manner that allows multiple entities to access the key when needed?","Public key encryption","FALSE"
"Basic Security","Security","Which of the following is the best way to securely store an encryption key for a data set in a manner that allows multiple entities to access the key when needed?","Key escrow","TRUE"
"Basic Security","Security","For which of the following reasons would a systems administrator leverage a 3DES hash from an installer file that is posted on a vendor’s website?","To test the integrity of the file","TRUE"
"Basic Security","Security","For which of the following reasons would a systems administrator leverage a 3DES hash from an installer file that is posted on a vendor’s website?","To validate the authenticity of the file","FALSE"
"Basic Security","Security","For which of the following reasons would a systems administrator leverage a 3DES hash from an installer file that is posted on a vendor’s website?","To activate the license for the file","FALSE"
"Basic Security","Security","For which of the following reasons would a systems administrator leverage a 3DES hash from an installer file that is posted on a vendor’s website?","To calculate the checksum of the file","FALSE"
"Basic Security","Security","An administrator is installing an SSL certificate on a new system. During testing, errors indicate that the certificate is not trusted. The administrator has verified with the issuing CA and has validated the private key. Which of the following should the administrator check for next?","If the wildcard certificate is configured","FALSE"
"Basic Security","Security","An administrator is installing an SSL certificate on a new system. During testing, errors indicate that the certificate is not trusted. The administrator has verified with the issuing CA and has validated the private key. Which of the following should the administrator check for next?","If the certificate signing request is valid","FALSE"
"Basic Security","Security","An administrator is installing an SSL certificate on a new system. During testing, errors indicate that the certificate is not trusted. The administrator has verified with the issuing CA and has validated the private key. Which of the following should the administrator check for next?","If the root certificate is installed","TRUE"
"Basic Security","Security","An administrator is installing an SSL certificate on a new system. During testing, errors indicate that the certificate is not trusted. The administrator has verified with the issuing CA and has validated the private key. Which of the following should the administrator check for next?","If the public key is configured","FALSE"
"Basic Security","Security","An accountant is transferring information to a bank over FTP. Which of the following mitigations should the accountant use to protect the confidentiality of the data?","Tokenization","FALSE"
"Basic Security","Security","An accountant is transferring information to a bank over FTP. Which of the following mitigations should the accountant use to protect the confidentiality of the data?","Data masking","FALSE"
"Basic Security","Security","An accountant is transferring information to a bank over FTP. Which of the following mitigations should the accountant use to protect the confidentiality of the data?","Encryption","TRUE"
"Basic Security","Security","An accountant is transferring information to a bank over FTP. Which of the following mitigations should the accountant use to protect the confidentiality of the data?","Obfuscation","FALSE"
"Basic Security","Security","An organization has recently decided to implement SSO. The requirements are to leverage access tokens and focus on application authorization rather than user authentication. Which of the following solutions would the engineering team most likely configure?","LDAP","FALSE"
"Basic Security","Security","An organization has recently decided to implement SSO. The requirements are to leverage access tokens and focus on application authorization rather than user authentication. Which of the following solutions would the engineering team most likely configure?","Federation","FALSE"
"Basic Security","Security","An organization has recently decided to implement SSO. The requirements are to leverage access tokens and focus on application authorization rather than user authentication. Which of the following solutions would the engineering team most likely configure?","SAML","FALSE"
"Basic Security","Security","An organization has recently decided to implement SSO. The requirements are to leverage access tokens and focus on application authorization rather than user authentication. Which of the following solutions would the engineering team most likely configure?","OAuth","TRUE"
"Basic Security","Security","Which of the following cryptographic methods is preferred for securing communications with limited computing resources?","Hashing algorithm","FALSE"
"Basic Security","Security","Which of the following cryptographic methods is preferred for securing communications with limited computing resources?","Public key infrastructure","FALSE"
"Basic Security","Security","Which of the following cryptographic methods is preferred for securing communications with limited computing resources?","Symmetric encryption","TRUE"
"Basic Security","Security","Which of the following cryptographic methods is preferred for securing communications with limited computing resources?","Elliptic curve cryptography","FALSE"
"Basic Security","Security","Which of the following is the best way to validate the integrity and availability of a disaster recovery site?","Lead a simulated failover.","TRUE"
"Basic Security","Security","Which of the following is the best way to validate the integrity and availability of a disaster recovery site?","Conduct a tabletop exercise.","FALSE"
"Basic Security","Security","Which of the following is the best way to validate the integrity and availability of a disaster recovery site?","Periodically test the generators.","FALSE"
"Basic Security","Security","Which of the following is the best way to validate the integrity and availability of a disaster recovery site?","Develop requirements for database encryption.","FALSE"
"Basic Security","Security","When trying to access an internal website, an employee reports that a prompt displays, stating that the site is insecure. Which of the following certificate types is the site most likely using?","Wildcard","FALSE"
"Basic Security","Security","When trying to access an internal website, an employee reports that a prompt displays, stating that the site is insecure. Which of the following certificate types is the site most likely using?","Root of trust","FALSE"
"Basic Security","Security","When trying to access an internal website, an employee reports that a prompt displays, stating that the site is insecure. Which of the following certificate types is the site most likely using?","Third-party","FALSE"
"Basic Security","Security","When trying to access an internal website, an employee reports that a prompt displays, stating that the site is insecure. Which of the following certificate types is the site most likely using?","Self-signed","TRUE"
"Basic Security","Security","The private key for a website was stolen, and a new certificate has been issued. Which of the following needs to be updated next?","SCEP","FALSE"
"Basic Security","Security","The private key for a website was stolen, and a new certificate has been issued. Which of the following needs to be updated next?","CRL","TRUE"
"Basic Security","Security","The private key for a website was stolen, and a new certificate has been issued. Which of the following needs to be updated next?","OCSP","FALSE"
"Basic Security","Security","The private key for a website was stolen, and a new certificate has been issued. Which of the following needs to be updated next?","CSR","FALSE"
"Basic Security","Security","Which of the following organizational documents is most often used to establish and communicate expectations associated with integrity and ethical behavior within an organization?","AUP","TRUE"
"Basic Security","Security","Which of the following organizational documents is most often used to establish and communicate expectations associated with integrity and ethical behavior within an organization?","SLA","FALSE"
"Basic Security","Security","Which of the following organizational documents is most often used to establish and communicate expectations associated with integrity and ethical behavior within an organization?","EULA","FALSE"
"Basic Security","Security","Which of the following organizational documents is most often used to establish and communicate expectations associated with integrity and ethical behavior within an organization?","MOA","FALSE"
"Basic Security","Security","A group of developers has a shared backup account to access the source code repository. Which of the following is best way to secure the backup account if there is an SSO failure?","RAS","FALSE"
"Basic Security","Security","A group of developers has a shared backup account to access the source code repository. Which of the following is best way to secure the backup account if there is an SSO failure?","EAP","FALSE"
"Basic Security","Security","A group of developers has a shared backup account to access the source code repository. Which of the following is best way to secure the backup account if there is an SSO failure?","SAML","FALSE"
"Basic Security","Security","A group of developers has a shared backup account to access the source code repository. Which of the following is best way to secure the backup account if there is an SSO failure?","PAM","TRUE"
"Basic Security","Security","Which of the following elements of digital forensics should a company use if it needs to ensure the integrity of evidence?","Preservation","TRUE"
"Basic Security","Security","Which of the following elements of digital forensics should a company use if it needs to ensure the integrity of evidence?","E-discovery","FALSE"
"Basic Security","Security","Which of the following elements of digital forensics should a company use if it needs to ensure the integrity of evidence?","Acquisition","FALSE"
"Basic Security","Security","Which of the following elements of digital forensics should a company use if it needs to ensure the integrity of evidence?","Containment","FALSE"
"Basic Security","Security","Which of the following is a compensating control for providing user access to a high-risk website?","Enabling threat prevention features on the firewall","TRUE"
"Basic Security","Security","Which of the following is a compensating control for providing user access to a high-risk website?","Configuring a SIEM tool to capture all web traffic","FALSE"
"Basic Security","Security","Which of the following is a compensating control for providing user access to a high-risk website?","Setting firewall rules to allow traffic from any port to that destination","FALSE"
"Basic Security","Security","Which of the following is a compensating control for providing user access to a high-risk website?","Blocking that website on the endpoint protection software","FALSE"
"Basic Security","Security","A security analyst has determined that a security breach would have a financial impact of $15,000 and is expected to occur twice within a three-year period. Which of the following is the ALE for this risk?","$7,500 ","FALSE"
"Basic Security","Security","A security analyst has determined that a security breach would have a financial impact of $15,000 and is expected to occur twice within a three-year period. Which of the following is the ALE for this risk?","$10,000 ","TRUE"
"Basic Security","Security","A security analyst has determined that a security breach would have a financial impact of $15,000 and is expected to occur twice within a three-year period. Which of the following is the ALE for this risk?","$15,000 ","FALSE"
"Basic Security","Security","A security analyst has determined that a security breach would have a financial impact of $15,000 and is expected to occur twice within a three-year period. Which of the following is the ALE for this risk?","$30,000 ","FALSE"
"Basic Security","Security","A systems administrator discovers a system that is no longer receiving support from the vendor. However, this system and its environment are critical to running the business, cannot be modified, and must stay online. Which of the following risk treatments is the most appropriate in this situation?","Reject","FALSE"
"Basic Security","Security","A systems administrator discovers a system that is no longer receiving support from the vendor. However, this system and its environment are critical to running the business, cannot be modified, and must stay online. Which of the following risk treatments is the most appropriate in this situation?","Accept","TRUE"
"Basic Security","Security","A systems administrator discovers a system that is no longer receiving support from the vendor. However, this system and its environment are critical to running the business, cannot be modified, and must stay online. Which of the following risk treatments is the most appropriate in this situation?","Transfer","FALSE"
"Basic Security","Security","A systems administrator discovers a system that is no longer receiving support from the vendor. However, this system and its environment are critical to running the business, cannot be modified, and must stay online. Which of the following risk treatments is the most appropriate in this situation?","Avoid","FALSE"
"Basic Security","Security","Which of the following types of vulnerabilities is primarily caused by improper use and management of cryptographic certificates?","Misconfiguration","FALSE"
"Basic Security","Security","Which of the following types of vulnerabilities is primarily caused by improper use and management of cryptographic certificates?","Resource reuse","FALSE"
"Basic Security","Security","Which of the following types of vulnerabilities is primarily caused by improper use and management of cryptographic certificates?","Insecure key storage","TRUE"
"Basic Security","Security","Which of the following types of vulnerabilities is primarily caused by improper use and management of cryptographic certificates?","Weak cipher suites","FALSE"
"Basic Security","Security","A company is concerned about theft of client data from decommissioned laptops. Which of the following is the most cost-effective method to decrease this risk?","Wiping","TRUE"
"Basic Security","Security","A company is concerned about theft of client data from decommissioned laptops. Which of the following is the most cost-effective method to decrease this risk?","Recycling","FALSE"
"Basic Security","Security","A company is concerned about theft of client data from decommissioned laptops. Which of the following is the most cost-effective method to decrease this risk?","Shredding","FALSE"
"Basic Security","Security","A company is concerned about theft of client data from decommissioned laptops. Which of the following is the most cost-effective method to decrease this risk?","Deletion","FALSE"
"Basic Security","Security","A government official receives a blank envelope containing photos and a note instructing the official to wire a large sum of money by midnight to prevent the photos from being leaked on the internet. Which of the following best describes the threat actor's intent?","Organized crime","FALSE"
"Basic Security","Security","A government official receives a blank envelope containing photos and a note instructing the official to wire a large sum of money by midnight to prevent the photos from being leaked on the internet. Which of the following best describes the threat actor's intent?","Philosophical beliefs","FALSE"
"Basic Security","Security","A government official receives a blank envelope containing photos and a note instructing the official to wire a large sum of money by midnight to prevent the photos from being leaked on the internet. Which of the following best describes the threat actor's intent?","Espionage","FALSE"
"Basic Security","Security","A government official receives a blank envelope containing photos and a note instructing the official to wire a large sum of money by midnight to prevent the photos from being leaked on the internet. Which of the following best describes the threat actor's intent?","Blackmail","TRUE"
"Basic Security","Security","A company wants to improve the availability of its application with a solution that requires minimal effort in the event a server needs to be replaced or added. Which of the following would be the best solution to meet these objectives?","Load balancing","TRUE"
"Basic Security","Security","A company wants to improve the availability of its application with a solution that requires minimal effort in the event a server needs to be replaced or added. Which of the following would be the best solution to meet these objectives?","Fault tolerance","FALSE"
"Basic Security","Security","A company wants to improve the availability of its application with a solution that requires minimal effort in the event a server needs to be replaced or added. Which of the following would be the best solution to meet these objectives?","Proxy servers","FALSE"
"Basic Security","Security","A company wants to improve the availability of its application with a solution that requires minimal effort in the event a server needs to be replaced or added. Which of the following would be the best solution to meet these objectives?","Replication","FALSE"
"Basic Security","Security","A company is performing a risk assessment on new software the company plans to use. Which of the following should the company assess during this process?","Software vulnerabilities","TRUE"
"Basic Security","Security","A company is performing a risk assessment on new software the company plans to use. Which of the following should the company assess during this process?","Cost-benefit analysis","FALSE"
"Basic Security","Security","A company is performing a risk assessment on new software the company plans to use. Which of the following should the company assess during this process?","Ongoing monitoring strategies","FALSE"
"Basic Security","Security","A company is performing a risk assessment on new software the company plans to use. Which of the following should the company assess during this process?","Network infrastructure compatibility","FALSE"
"Basic Security","Security","A malicious actor is trying to access sensitive financial information from a company's database by intercepting and reusing log-in credentials. Which of the following attacks is the malicious actor attempting?","SQL injection","FALSE"
"Basic Security","Security","A malicious actor is trying to access sensitive financial information from a company's database by intercepting and reusing log-in credentials. Which of the following attacks is the malicious actor attempting?","On-path","TRUE"
"Basic Security","Security","A malicious actor is trying to access sensitive financial information from a company's database by intercepting and reusing log-in credentials. Which of the following attacks is the malicious actor attempting?","Brute-force","FALSE"
"Basic Security","Security","A malicious actor is trying to access sensitive financial information from a company's database by intercepting and reusing log-in credentials. Which of the following attacks is the malicious actor attempting?","Password spraying","FALSE"
"Basic Security","Security","A company's accounting department receives an urgent payment message from the company's bank domain with instructions to wire transfer funds. The sender requests that the transfer be completed as soon as possible. Which of the following attacks is described?","Business email compromise","TRUE"
"Basic Security","Security","A company's accounting department receives an urgent payment message from the company's bank domain with instructions to wire transfer funds. The sender requests that the transfer be completed as soon as possible. Which of the following attacks is described?","Vishing","FALSE"
"Basic Security","Security","A company's accounting department receives an urgent payment message from the company's bank domain with instructions to wire transfer funds. The sender requests that the transfer be completed as soon as possible. Which of the following attacks is described?","Spear phishing","FALSE"
"Basic Security","Security","A company's accounting department receives an urgent payment message from the company's bank domain with instructions to wire transfer funds. The sender requests that the transfer be completed as soon as possible. Which of the following attacks is described?","Impersonation","FALSE"
"Basic Security","Security","A company wants to add an MFA solution for all employees who access the corporate network remotely. Log-in requirements include something you know, are, and have. The company wants a solution that does not require purchasing third-party applications or specialized hardware. Which of the following MFA solutions would best meet the company's requirements?","Smart card with PIN and password","FALSE"
"Basic Security","Security","A company wants to add an MFA solution for all employees who access the corporate network remotely. Log-in requirements include something you know, are, and have. The company wants a solution that does not require purchasing third-party applications or specialized hardware. Which of the following MFA solutions would best meet the company's requirements?","Security questions and a one-time passcode sent via email","FALSE"
"Basic Security","Security","A company wants to add an MFA solution for all employees who access the corporate network remotely. Log-in requirements include something you know, are, and have. The company wants a solution that does not require purchasing third-party applications or specialized hardware. Which of the following MFA solutions would best meet the company's requirements?","Voice and fingerprint verification with an SMS one-time passcode","FALSE"
"Basic Security","Security","A company wants to add an MFA solution for all employees who access the corporate network remotely. Log-in requirements include something you know, are, and have. The company wants a solution that does not require purchasing third-party applications or specialized hardware. Which of the following MFA solutions would best meet the company's requirements?","Mobile application-generated, one-time passcode with facial recognition","TRUE"
"Basic Security","Security","A company is using a legacy FTP server to transfer financial data to a third party. The legacy system does not support SFTP, so a compensating control is needed to protect the sensitive, financial data in transit. Which of the following would be the most appropriate for the company to use?","Telnet connection","FALSE"
"Basic Security","Security","A company is using a legacy FTP server to transfer financial data to a third party. The legacy system does not support SFTP, so a compensating control is needed to protect the sensitive, financial data in transit. Which of the following would be the most appropriate for the company to use?","SSH tunneling","TRUE"
"Basic Security","Security","A company is using a legacy FTP server to transfer financial data to a third party. The legacy system does not support SFTP, so a compensating control is needed to protect the sensitive, financial data in transit. Which of the following would be the most appropriate for the company to use?","Patch installation","FALSE"
