"QuizTitle","Category","QuestionImgKey","QuestionText","AnswerText","IsCorrect","ImageFiles"
"Basic Networking","Networking","N10-009_Q054","A network administrator needs to set up a multicast network for audio and video broadcasting. Which of the following networks would be the most appropriate for this application?","192.168.0.0","FALSE",""
"Basic Networking","Networking","N10-009_Q054","A network administrator needs to set up a multicast network for audio and video broadcasting. Which of the following networks would be the most appropriate for this application?","224.0.0.0","TRUE",""
"Basic Networking","Networking","N10-009_Q054","A network administrator needs to set up a multicast network for audio and video broadcasting. Which of the following networks would be the most appropriate for this application?","240.0.0.0","FALSE",""
"Basic Networking","Networking","N10-009_Q055","A research facility is expecting to see an exponential increase in global network traffic in the near future. The offices are equipped with 2.5Gbps fiber connections from the ISP but the facility is currently only utilizing 1Gbps connections. Which of the following would need to be configured in order to use the ISP's connection speed?","802.1Q tagging","FALSE",""
"Basic Networking","Networking","N10-009_Q055","A research facility is expecting to see an exponential increase in global network traffic in the near future. The offices are equipped with 2.5Gbps fiber connections from the ISP but the facility is currently only utilizing 1Gbps connections. Which of the following would need to be configured in order to use the ISP's connection speed?","Network address translation","FALSE",""
"Basic Networking","Networking","N10-009_Q055","A research facility is expecting to see an exponential increase in global network traffic in the near future. The offices are equipped with 2.5Gbps fiber connections from the ISP but the facility is currently only utilizing 1Gbps connections. Which of the following would need to be configured in order to use the ISP's connection speed?","Port duplex","FALSE",""
"Basic Networking","Networking","N10-009_Q055","A research facility is expecting to see an exponential increase in global network traffic in the near future. The offices are equipped with 2.5Gbps fiber connections from the ISP but the facility is currently only utilizing 1Gbps connections. Which of the following would need to be configured in order to use the ISP's connection speed?","Link aggregation","TRUE",""
"Basic Networking","Networking","N10-009_Q056","Which of the following is used to estimate the average life span of a device?","RTO","FALSE",""
"Basic Networking","Networking","N10-009_Q056","Which of the following is used to estimate the average life span of a device?","RPO","FALSE",""
"Basic Networking","Networking","N10-009_Q056","Which of the following is used to estimate the average life span of a device?","MTBF","TRUE",""
"Basic Networking","Networking","N10-009_Q056","Which of the following is used to estimate the average life span of a device?","MTTR","FALSE",""
"Basic Networking","Networking","N10-009_Q057","A network administrator is implementing security zones for each department. Which of the following should the administrator use to accomplish this task?","ACLs","TRUE",""
"Basic Networking","Networking","N10-009_Q057","A network administrator is implementing security zones for each department. Which of the following should the administrator use to accomplish this task?","Port security","FALSE",""
"Basic Networking","Networking","N10-009_Q057","A network administrator is implementing security zones for each department. Which of the following should the administrator use to accomplish this task?","Content filtering","FALSE",""
"Basic Networking","Networking","N10-009_Q057","A network administrator is implementing security zones for each department. Which of the following should the administrator use to accomplish this task?","NAC","FALSE",""
"Basic Networking","Networking","N10-009_Q058","A network engineer is now in charge of all SNMP management in the organization. The engineer must use a SNMP version that does not utilize plaintext dat a. Which of the following is the minimum version of SNMP that supports this requirement?","v1","FALSE",""
"Basic Networking","Networking","N10-009_Q058","A network engineer is now in charge of all SNMP management in the organization. The engineer must use a SNMP version that does not utilize plaintext dat a. Which of the following is the minimum version of SNMP that supports this requirement?","v2c","FALSE",""
"Basic Networking","Networking","N10-009_Q058","A network engineer is now in charge of all SNMP management in the organization. The engineer must use a SNMP version that does not utilize plaintext dat a. Which of the following is the minimum version of SNMP that supports this requirement?","v2u","FALSE",""
"Basic Networking","Networking","N10-009_Q058","A network engineer is now in charge of all SNMP management in the organization. The engineer must use a SNMP version that does not utilize plaintext dat a. Which of the following is the minimum version of SNMP that supports this requirement?","v3","TRUE",""
"Basic Networking","Networking","N10-009_Q059","After running a Cat 8 cable using passthrough plugs an electrician notices that connected cables are experiencing a lot of cross talk. Which of the following troubleshooting steps should the electrician take first?","Inspect the connectors for any wires that are touching or exposed.","TRUE",""
"Basic Networking","Networking","N10-009_Q059","After running a Cat 8 cable using passthrough plugs an electrician notices that connected cables are experiencing a lot of cross talk. Which of the following troubleshooting steps should the electrician take first?","Restore default settings on the connected devices.","FALSE",""
"Basic Networking","Networking","N10-009_Q059","After running a Cat 8 cable using passthrough plugs an electrician notices that connected cables are experiencing a lot of cross talk. Which of the following troubleshooting steps should the electrician take first?","Terminate the connections again.","FALSE",""
"Basic Networking","Networking","N10-009_Q059","After running a Cat 8 cable using passthrough plugs an electrician notices that connected cables are experiencing a lot of cross talk. Which of the following troubleshooting steps should the electrician take first?","Check for radio frequency interference in the area.","FALSE",""
"Basic Networking","Networking","N10-009_Q060","A network architect needs to create a wireless field network to provide reliable service to public safety vehicles. Which of the following types of networks is the best solution?","Mesh","TRUE",""
"Basic Networking","Networking","N10-009_Q060","A network architect needs to create a wireless field network to provide reliable service to public safety vehicles. Which of the following types of networks is the best solution?","Ad hoc","FALSE",""
"Basic Networking","Networking","N10-009_Q060","A network architect needs to create a wireless field network to provide reliable service to public safety vehicles. Which of the following types of networks is the best solution?","Point-to-point","FALSE",""
"Basic Networking","Networking","N10-009_Q060","A network architect needs to create a wireless field network to provide reliable service to public safety vehicles. Which of the following types of networks is the best solution?","Infrastructure","FALSE",""
"Basic Networking","Networking","N10-009_Q061","A network administrator for a small office is adding a passive IDS to its network switch for the purpose of inspecting network traffic. Which of the following should the administrator use?","SNMP trap","FALSE",""
"Basic Networking","Networking","N10-009_Q061","A network administrator for a small office is adding a passive IDS to its network switch for the purpose of inspecting network traffic. Which of the following should the administrator use?","Port mirroring","TRUE",""
"Basic Networking","Networking","N10-009_Q061","A network administrator for a small office is adding a passive IDS to its network switch for the purpose of inspecting network traffic. Which of the following should the administrator use?","Syslog collection","FALSE",""
"Basic Networking","Networking","N10-009_Q061","A network administrator for a small office is adding a passive IDS to its network switch for the purpose of inspecting network traffic. Which of the following should the administrator use?","API integration","FALSE",""
"Basic Networking","Networking","N10-009_Q062","Which of the following requires network devices to be managed using a different set of IP addresses?","Console","FALSE",""
"Basic Networking","Networking","N10-009_Q062","Which of the following requires network devices to be managed using a different set of IP addresses?","Split tunnel","FALSE",""
"Basic Networking","Networking","N10-009_Q062","Which of the following requires network devices to be managed using a different set of IP addresses?","Jump box","FALSE",""
"Basic Networking","Networking","N10-009_Q062","Which of the following requires network devices to be managed using a different set of IP addresses?","Out of band","TRUE",""
"Basic Networking","Networking","N10-009_Q063","Which of the following is most closely associated with a dedicated link to a cloud environment and may not include encryption?","Direct Connect","TRUE",""
"Basic Networking","Networking","N10-009_Q063","Which of the following is most closely associated with a dedicated link to a cloud environment and may not include encryption?","Internet gateway","FALSE",""
"Basic Networking","Networking","N10-009_Q063","Which of the following is most closely associated with a dedicated link to a cloud environment and may not include encryption?","Captive portal","FALSE",""
"Basic Networking","Networking","N10-009_Q063","Which of the following is most closely associated with a dedicated link to a cloud environment and may not include encryption?","VPN","FALSE",""
"Basic Networking","Networking","N10-009_Q064","Which of the following protocols provides remote access utilizing port 22?","SSH","TRUE",""
"Basic Networking","Networking","N10-009_Q064","Which of the following protocols provides remote access utilizing port 22?","Telnet","FALSE",""
"Basic Networking","Networking","N10-009_Q064","Which of the following protocols provides remote access utilizing port 22?","TLS","FALSE",""
"Basic Networking","Networking","N10-009_Q064","Which of the following protocols provides remote access utilizing port 22?","RDP","FALSE",""
"Basic Networking","Networking","N10-009_Q065","Which of the following attacks utilizes a network packet that contains multiple network tags?","MAC flooding","FALSE",""
"Basic Networking","Networking","N10-009_Q065","Which of the following attacks utilizes a network packet that contains multiple network tags?","VLAN hopping","TRUE",""
"Basic Networking","Networking","N10-009_Q065","Which of the following attacks utilizes a network packet that contains multiple network tags?","DNS spoofing","FALSE",""
"Basic Networking","Networking","N10-009_Q065","Which of the following attacks utilizes a network packet that contains multiple network tags?","ARP poisoning","FALSE",""
"Basic Networking","Networking","N10-009_Q066","Which of the following describes the best reason for using BGP?","Preventing a loop within a LAN","FALSE",""
"Basic Networking","Networking","N10-009_Q066","Which of the following describes the best reason for using BGP?","Improving reconvergence times","FALSE",""
"Basic Networking","Networking","N10-009_Q066","Which of the following describes the best reason for using BGP?","Exchanging router updates with a different ISP","TRUE",""
"Basic Networking","Networking","N10-009_Q066","Which of the following describes the best reason for using BGP?","Sharing routes with a Layer 3 switch","FALSE",""
"Basic Networking","Networking","N10-009_Q067","A company's marketing team created a new application and would like to create a DNS record for newapplication. comptia. org that always resolves to the same address as www. comptia. org. Which of the following records should the administrator use?","SOA","FALSE",""
"Basic Networking","Networking","N10-009_Q067","A company's marketing team created a new application and would like to create a DNS record for newapplication. comptia. org that always resolves to the same address as www. comptia. org. Which of the following records should the administrator use?","MX","FALSE",""
"Basic Networking","Networking","N10-009_Q067","A company's marketing team created a new application and would like to create a DNS record for newapplication. comptia. org that always resolves to the same address as www. comptia. org. Which of the following records should the administrator use?","CNAME","TRUE",""
"Basic Networking","Networking","N10-009_Q067","A company's marketing team created a new application and would like to create a DNS record for newapplication. comptia. org that always resolves to the same address as www. comptia. org. Which of the following records should the administrator use?","NS","FALSE",""
"Basic Networking","Networking","N10-009_Q068","An organization has a security requirement that all network connections can be traced back to a user. A network administrator needs to identify a solution to implement on the wireless network. Which of the following is the best solution?","Implementingenterprise authentication","TRUE",""
"Basic Networking","Networking","N10-009_Q068","An organization has a security requirement that all network connections can be traced back to a user. A network administrator needs to identify a solution to implement on the wireless network. Which of the following is the best solution?","Requiring theuse of PSKs","FALSE",""
"Basic Networking","Networking","N10-009_Q068","An organization has a security requirement that all network connections can be traced back to a user. A network administrator needs to identify a solution to implement on the wireless network. Which of the following is the best solution?","Configuring acaptive portal for users","FALSE",""
"Basic Networking","Networking","N10-009_Q068","An organization has a security requirement that all network connections can be traced back to a user. A network administrator needs to identify a solution to implement on the wireless network. Which of the following is the best solution?","Enforcing wired equivalent protection","FALSE",""
"Basic Networking","Networking","N10-009_Q069","A network administrator wants to configure a backup route in case the primary route fails. A dynamic routing protocol is not installed on the router. Which of the following routing features should the administrator choose to accomplish this task?","Neighbor adjacency","FALSE",""
"Basic Networking","Networking","N10-009_Q069","A network administrator wants to configure a backup route in case the primary route fails. A dynamic routing protocol is not installed on the router. Which of the following routing features should the administrator choose to accomplish this task?","Link state flooding","FALSE",""
"Basic Networking","Networking","N10-009_Q069","A network administrator wants to configure a backup route in case the primary route fails. A dynamic routing protocol is not installed on the router. Which of the following routing features should the administrator choose to accomplish this task?","Administrative distance","TRUE",""
"Basic Networking","Networking","N10-009_Q069","A network administrator wants to configure a backup route in case the primary route fails. A dynamic routing protocol is not installed on the router. Which of the following routing features should the administrator choose to accomplish this task?","Hop count","FALSE",""
"Basic Networking","Networking","N10-009_Q070","Which of the following is a characteristic of the application layer?","It relies upon other layers for packet delivery.","TRUE",""
"Basic Networking","Networking","N10-009_Q070","Which of the following is a characteristic of the application layer?","It checks independently for packet loss.","FALSE",""
"Basic Networking","Networking","N10-009_Q070","Which of the following is a characteristic of the application layer?","It encrypts data in transit.","FALSE",""
"Basic Networking","Networking","N10-009_Q070","Which of the following is a characteristic of the application layer?","It performs address translation.","FALSE",""
"Basic Networking","Networking","N10-009_Q071","Which of the following most likely requires the use of subinterfaces?","A router with only one available LAN port","TRUE",""
"Basic Networking","Networking","N10-009_Q071","Which of the following most likely requires the use of subinterfaces?","A firewall performing deep packet inspection","FALSE",""
"Basic Networking","Networking","N10-009_Q071","Which of the following most likely requires the use of subinterfaces?","A hub utilizing jumbo frames","FALSE",""
"Basic Networking","Networking","N10-009_Q071","Which of the following most likely requires the use of subinterfaces?","A switch using Spanning Tree Protocol","FALSE",""
"Basic Networking","Networking","N10-009_Q072","Which of the following steps of the troubleshooting methodology would most likely include checking through each level of the OSI model after the problem has been identified?","Establish a theory.","FALSE",""
"Basic Networking","Networking","N10-009_Q072","Which of the following steps of the troubleshooting methodology would most likely include checking through each level of the OSI model after the problem has been identified?","Implement the solution.","FALSE",""
"Basic Networking","Networking","N10-009_Q072","Which of the following steps of the troubleshooting methodology would most likely include checking through each level of the OSI model after the problem has been identified?","Create a plan of action.","FALSE",""
"Basic Networking","Networking","N10-009_Q072","Which of the following steps of the troubleshooting methodology would most likely include checking through each level of the OSI model after the problem has been identified?","Verify functionality.","TRUE",""
"Basic Networking","Networking","N10-009_Q073","A network administrator wants to implement security zones in the corporate network to control access to only individuals inside of the corporation. Which of the following security zones is the best solution?","Extranet","FALSE",""
"Basic Networking","Networking","N10-009_Q073","A network administrator wants to implement security zones in the corporate network to control access to only individuals inside of the corporation. Which of the following security zones is the best solution?","Trusted","TRUE",""
"Basic Networking","Networking","N10-009_Q073","A network administrator wants to implement security zones in the corporate network to control access to only individuals inside of the corporation. Which of the following security zones is the best solution?","VPN","FALSE",""
"Basic Networking","Networking","N10-009_Q073","A network administrator wants to implement security zones in the corporate network to control access to only individuals inside of the corporation. Which of the following security zones is the best solution?","Public","FALSE",""
"Basic Networking","Networking","N10-009_Q074","Which of the following disaster recovery concepts is calculated by dividing the total hours of operation by the total number of units?","MTTR","FALSE",""
"Basic Networking","Networking","N10-009_Q074","Which of the following disaster recovery concepts is calculated by dividing the total hours of operation by the total number of units?","MTBF","TRUE",""
"Basic Networking","Networking","N10-009_Q074","Which of the following disaster recovery concepts is calculated by dividing the total hours of operation by the total number of units?","RPO","FALSE",""
"Basic Networking","Networking","N10-009_Q074","Which of the following disaster recovery concepts is calculated by dividing the total hours of operation by the total number of units?","RTO","FALSE",""
"Basic Networking","Networking","N10-009_Q075","A network administrator is configuring access points for installation in a dense environment where coverage is often overlapping. Which of the following channel widths should the administrator choose to help minimize interference in the 2.4GHz spectrum?","11MHz","FALSE",""
"Basic Networking","Networking","N10-009_Q075","A network administrator is configuring access points for installation in a dense environment where coverage is often overlapping. Which of the following channel widths should the administrator choose to help minimize interference in the 2.4GHz spectrum?","20MHz","TRUE",""
"Basic Networking","Networking","N10-009_Q075","A network administrator is configuring access points for installation in a dense environment where coverage is often overlapping. Which of the following channel widths should the administrator choose to help minimize interference in the 2.4GHz spectrum?","40MHz","FALSE",""
"Basic Networking","Networking","N10-009_Q075","A network administrator is configuring access points for installation in a dense environment where coverage is often overlapping. Which of the following channel widths should the administrator choose to help minimize interference in the 2.4GHz spectrum?","80MHz","FALSE",""
"Basic Networking","Networking","N10-009_Q075","A network administrator is configuring access points for installation in a dense environment where coverage is often overlapping. Which of the following channel widths should the administrator choose to help minimize interference in the 2.4GHz spectrum?","160MHz","FALSE",""
"Basic Networking","Networking","N10-009_Q076","Which of the following cloud service models most likely requires the greatest up-front expense by the customer when migrating a data center to the cloud?","Infrastructure as a service","TRUE",""
"Basic Networking","Networking","N10-009_Q076","Which of the following cloud service models most likely requires the greatest up-front expense by the customer when migrating a data center to the cloud?","Software as a service","FALSE",""
"Basic Networking","Networking","N10-009_Q076","Which of the following cloud service models most likely requires the greatest up-front expense by the customer when migrating a data center to the cloud?","Platform as a service","FALSE",""
"Basic Networking","Networking","N10-009_Q076","Which of the following cloud service models most likely requires the greatest up-front expense by the customer when migrating a data center to the cloud?","Network as a service","FALSE",""
"Basic Networking","Networking","N10-009_Q077","Which of the following steps in the troubleshooting methodology includes checking logs for recent changes?","Identify the problem.","TRUE",""
"Basic Networking","Networking","N10-009_Q077","Which of the following steps in the troubleshooting methodology includes checking logs for recent changes?","Document the findings and outcomes.","FALSE",""
"Basic Networking","Networking","N10-009_Q077","Which of the following steps in the troubleshooting methodology includes checking logs for recent changes?","Test the theory to determine cause.","FALSE",""
"Basic Networking","Networking","N10-009_Q077","Which of the following steps in the troubleshooting methodology includes checking logs for recent changes?","Establish a plan of action.","FALSE",""
"Basic Networking","Networking","N10-009_Q078","Which of the following is the most closely associated with segmenting compute resources within a single cloud account?","Network security group","FALSE",""
"Basic Networking","Networking","N10-009_Q078","Which of the following is the most closely associated with segmenting compute resources within a single cloud account?","laaS","FALSE",""
"Basic Networking","Networking","N10-009_Q078","Which of the following is the most closely associated with segmenting compute resources within a single cloud account?","VPC","TRUE",""
"Basic Networking","Networking","N10-009_Q078","Which of the following is the most closely associated with segmenting compute resources within a single cloud account?","Hybrid cloud","FALSE",""
"Basic Networking","Networking","N10-009_Q079","A user connects to a corporate VPN via a web browser and is able to use TLS to access the internal financial system to input a time card. Which of the following best describes how the VPN is being used?","Clientless","TRUE",""
"Basic Networking","Networking","N10-009_Q079","A user connects to a corporate VPN via a web browser and is able to use TLS to access the internal financial system to input a time card. Which of the following best describes how the VPN is being used?","Client-to-site","FALSE",""
"Basic Networking","Networking","N10-009_Q079","A user connects to a corporate VPN via a web browser and is able to use TLS to access the internal financial system to input a time card. Which of the following best describes how the VPN is being used?","Full tunnel","FALSE",""
"Basic Networking","Networking","N10-009_Q079","A user connects to a corporate VPN via a web browser and is able to use TLS to access the internal financial system to input a time card. Which of the following best describes how the VPN is being used?","Site-to-site","FALSE",""
"Basic Networking","Networking","N10-009_Q080","A network engineer wants to implement a new IDS between the switch and a router connected to the LAN. The engineer does not want to introduce any latency by placing the IDS in line with the gateway. The engineer does want to ensure that the IDS sees all packets without any loss. Which of the following is the best way for the engineer to implement the IDS?","Use a network tap.","FALSE",""
"Basic Networking","Networking","N10-009_Q080","A network engineer wants to implement a new IDS between the switch and a router connected to the LAN. The engineer does not want to introduce any latency by placing the IDS in line with the gateway. The engineer does want to ensure that the IDS sees all packets without any loss. Which of the following is the best way for the engineer to implement the IDS?","Use Nmap software.","FALSE",""
"Basic Networking","Networking","N10-009_Q080","A network engineer wants to implement a new IDS between the switch and a router connected to the LAN. The engineer does not want to introduce any latency by placing the IDS in line with the gateway. The engineer does want to ensure that the IDS sees all packets without any loss. Which of the following is the best way for the engineer to implement the IDS?","Use a protocol analyzer.","FALSE",""
"Basic Networking","Networking","N10-009_Q080","A network engineer wants to implement a new IDS between the switch and a router connected to the LAN. The engineer does not want to introduce any latency by placing the IDS in line with the gateway. The engineer does want to ensure that the IDS sees all packets without any loss. Which of the following is the best way for the engineer to implement the IDS?","Use a port mirror.","TRUE",""
"Basic Networking","Networking","N10-009_Q081","Which of the following panels would be best to facilitate a central termination point for all network cables on the floor of a company building?","Patch","TRUE",""
"Basic Networking","Networking","N10-009_Q081","Which of the following panels would be best to facilitate a central termination point for all network cables on the floor of a company building?","UPS","FALSE",""
"Basic Networking","Networking","N10-009_Q081","Which of the following panels would be best to facilitate a central termination point for all network cables on the floor of a company building?","MDF","FALSE",""
"Basic Networking","Networking","N10-009_Q081","Which of the following panels would be best to facilitate a central termination point for all network cables on the floor of a company building?","Rack","FALSE",""
"Basic Networking","Networking","N10-009_Q082","A customer needs six usable IP addresses. Which of the following best meets this requirement?","255.255.255.128","FALSE",""
"Basic Networking","Networking","N10-009_Q082","A customer needs six usable IP addresses. Which of the following best meets this requirement?","255.255.255.192","FALSE",""
"Basic Networking","Networking","N10-009_Q082","A customer needs six usable IP addresses. Which of the following best meets this requirement?","255.255.255.224","FALSE",""
"Basic Networking","Networking","N10-009_Q082","A customer needs six usable IP addresses. Which of the following best meets this requirement?","255.255.255.240","TRUE",""
"Basic Networking","Networking","N10-009_Q083","A network administrator is configuring a new switch and wants to ensure that only assigned devices can connect to the switch. Which of the following should the administrator do?","Configure ACLs.","FALSE",""
"Basic Networking","Networking","N10-009_Q083","A network administrator is configuring a new switch and wants to ensure that only assigned devices can connect to the switch. Which of the following should the administrator do?","Implement a captive portal.","FALSE",""
"Basic Networking","Networking","N10-009_Q083","A network administrator is configuring a new switch and wants to ensure that only assigned devices can connect to the switch. Which of the following should the administrator do?","Enable port security.","TRUE",""
"Basic Networking","Networking","N10-009_Q083","A network administrator is configuring a new switch and wants to ensure that only assigned devices can connect to the switch. Which of the following should the administrator do?","Disable unnecessaryservices.","FALSE",""
"Basic Networking","Networking","N10-009_Q084","A company wants to implement data loss prevention by restricting user access to social media platforms and personal cloud storage on workstations. Which of the following types of filtering should the company deploy to achieve these goals?","Port","FALSE",""
"Basic Networking","Networking","N10-009_Q084","A company wants to implement data loss prevention by restricting user access to social media platforms and personal cloud storage on workstations. Which of the following types of filtering should the company deploy to achieve these goals?","DNS","FALSE",""
"Basic Networking","Networking","N10-009_Q084","A company wants to implement data loss prevention by restricting user access to social media platforms and personal cloud storage on workstations. Which of the following types of filtering should the company deploy to achieve these goals?","MAC","FALSE",""
"Basic Networking","Networking","N10-009_Q084","A company wants to implement data loss prevention by restricting user access to social media platforms and personal cloud storage on workstations. Which of the following types of filtering should the company deploy to achieve these goals?","Content","TRUE",""
"Basic Networking","Networking","N10-009_Q085","A network administrator's device is experiencing severe Wi-Fi interference within the corporate headquarters causing the device to constantly drop off the network. Which of the following is most likely the cause of the issue?","Too much wireless reflection","TRUE",""
"Basic Networking","Networking","N10-009_Q085","A network administrator's device is experiencing severe Wi-Fi interference within the corporate headquarters causing the device to constantly drop off the network. Which of the following is most likely the cause of the issue?","Too much wireless absorption","FALSE",""
"Basic Networking","Networking","N10-009_Q085","A network administrator's device is experiencing severe Wi-Fi interference within the corporate headquarters causing the device to constantly drop off the network. Which of the following is most likely the cause of the issue?","Too many wireless repeaters","FALSE",""
"Basic Networking","Networking","N10-009_Q085","A network administrator's device is experiencing severe Wi-Fi interference within the corporate headquarters causing the device to constantly drop off the network. Which of the following is most likely the cause of the issue?","Too many client connections","FALSE",""
"Basic Networking","Networking","N10-009_Q086","While troubleshooting a VoIP handset connection a technician's laptop is able to successfully connect to network resources using the same port. The technician needs to identify the port on the switch. Which of the following should the technician use to determine the switch and port?","LLDP","TRUE",""
"Basic Networking","Networking","N10-009_Q086","While troubleshooting a VoIP handset connection a technician's laptop is able to successfully connect to network resources using the same port. The technician needs to identify the port on the switch. Which of the following should the technician use to determine the switch and port?","IKE","FALSE",""
"Basic Networking","Networking","N10-009_Q086","While troubleshooting a VoIP handset connection a technician's laptop is able to successfully connect to network resources using the same port. The technician needs to identify the port on the switch. Which of the following should the technician use to determine the switch and port?","VLAN","FALSE",""
"Basic Networking","Networking","N10-009_Q086","While troubleshooting a VoIP handset connection a technician's laptop is able to successfully connect to network resources using the same port. The technician needs to identify the port on the switch. Which of the following should the technician use to determine the switch and port?","netstat","FALSE",""
"Basic Networking","Networking","N10-009_Q087","Before using a guest network an administrator requires users to accept the terms of use Which of the following is the best way to accomplish this goal?","Pre-shared key","FALSE",""
"Basic Networking","Networking","N10-009_Q087","Before using a guest network an administrator requires users to accept the terms of use Which of the following is the best way to accomplish this goal?","Autonomous access point","FALSE",""
"Basic Networking","Networking","N10-009_Q087","Before using a guest network an administrator requires users to accept the terms of use Which of the following is the best way to accomplish this goal?","Captive portal","TRUE",""
"Basic Networking","Networking","N10-009_Q087","Before using a guest network an administrator requires users to accept the terms of use Which of the following is the best way to accomplish this goal?","WPA2 encryption","FALSE",""
"Basic Networking","Networking","N10-009_Q088","Which of the following is the correct order of components in a bottom-up approach for the three-tier hierarchical model?","Access distribution and core","TRUE",""
"Basic Networking","Networking","N10-009_Q088","Which of the following is the correct order of components in a bottom-up approach for the three-tier hierarchical model?","Core root and distribution","FALSE",""
"Basic Networking","Networking","N10-009_Q088","Which of the following is the correct order of components in a bottom-up approach for the three-tier hierarchical model?","Core spine and leaf","FALSE",""
"Basic Networking","Networking","N10-009_Q088","Which of the following is the correct order of components in a bottom-up approach for the three-tier hierarchical model?","Access core and roof","FALSE",""
"Basic Networking","Networking","N10-009_Q089","Which of the following is a company most likely enacting if an accountant for the company can only see the financial department's shared folders?","General Data Protection Regulation","FALSE",""
"Basic Networking","Networking","N10-009_Q089","Which of the following is a company most likely enacting if an accountant for the company can only see the financial department's shared folders?","Least privilege network access","TRUE",""
"Basic Networking","Networking","N10-009_Q089","Which of the following is a company most likely enacting if an accountant for the company can only see the financial department's shared folders?","Acceptable use policy","FALSE",""
"Basic Networking","Networking","N10-009_Q089","Which of the following is a company most likely enacting if an accountant for the company can only see the financial department's shared folders?","End user license agreement","FALSE",""
"Basic Networking","Networking","N10-009_Q090","Which of the following best describes a group of devices that is used to lure unsuspecting attackers and to study the attackers' activities?","Geofencing","FALSE",""
"Basic Networking","Networking","N10-009_Q090","Which of the following best describes a group of devices that is used to lure unsuspecting attackers and to study the attackers' activities?","Honeynet","TRUE",""
"Basic Networking","Networking","N10-009_Q090","Which of the following best describes a group of devices that is used to lure unsuspecting attackers and to study the attackers' activities?","Jumpbox","FALSE",""
"Basic Networking","Networking","N10-009_Q090","Which of the following best describes a group of devices that is used to lure unsuspecting attackers and to study the attackers' activities?","Screened subnet","FALSE",""
"Basic Networking","Networking","N10-009_Q091","A customer recently moved into a new office and notices that some wall plates are not working and are not properly labeled Which of the following tools would be best to identify the proper wiring in the IDF?","Toner and probe","TRUE",""
"Basic Networking","Networking","N10-009_Q091","A customer recently moved into a new office and notices that some wall plates are not working and are not properly labeled Which of the following tools would be best to identify the proper wiring in the IDF?","Cable tester","FALSE",""
"Basic Networking","Networking","N10-009_Q091","A customer recently moved into a new office and notices that some wall plates are not working and are not properly labeled Which of the following tools would be best to identify the proper wiring in the IDF?","Visual fault locator","FALSE",""
"Basic Networking","Networking","N10-009_Q091","A customer recently moved into a new office and notices that some wall plates are not working and are not properly labeled Which of the following tools would be best to identify the proper wiring in the IDF?","Network tap","FALSE",""
"Basic Networking","Networking","N10-009_Q092","A network administrator is planning to host a company application in the cloud making the application available for all internal and third-party users. Which of the following concepts describes this arrangement?","Multitenancy","TRUE",""
"Basic Networking","Networking","N10-009_Q092","A network administrator is planning to host a company application in the cloud making the application available for all internal and third-party users. Which of the following concepts describes this arrangement?","VPC","FALSE",""
"Basic Networking","Networking","N10-009_Q092","A network administrator is planning to host a company application in the cloud making the application available for all internal and third-party users. Which of the following concepts describes this arrangement?","NFV","FALSE",""
"Basic Networking","Networking","N10-009_Q092","A network administrator is planning to host a company application in the cloud making the application available for all internal and third-party users. Which of the following concepts describes this arrangement?","SaaS","FALSE",""
"Basic Networking","Networking","N10-009_Q093","Which of the following best describes the transmission format that occurs at the transport layer over connectionless communication?","Datagram","TRUE",""
"Basic Networking","Networking","N10-009_Q093","Which of the following best describes the transmission format that occurs at the transport layer over connectionless communication?","Segment","FALSE",""
"Basic Networking","Networking","N10-009_Q093","Which of the following best describes the transmission format that occurs at the transport layer over connectionless communication?","Frames","FALSE",""
"Basic Networking","Networking","N10-009_Q093","Which of the following best describes the transmission format that occurs at the transport layer over connectionless communication?","Packets","FALSE",""
"Basic Networking","Networking","N10-009_Q094","A user's VoIP phone and workstation are connected through an inline cable. The user reports that the VoIP phone intermittently reboots but the workstation is not having any network-related issues Which of the following is the most likely cause?","The PoE power budget is exceeded.","TRUE",""
"Basic Networking","Networking","N10-009_Q094","A user's VoIP phone and workstation are connected through an inline cable. The user reports that the VoIP phone intermittently reboots but the workstation is not having any network-related issues Which of the following is the most likely cause?","Port security is violated.","FALSE",""
"Basic Networking","Networking","N10-009_Q094","A user's VoIP phone and workstation are connected through an inline cable. The user reports that the VoIP phone intermittently reboots but the workstation is not having any network-related issues Which of the following is the most likely cause?","The signal is degraded","FALSE",""
"Basic Networking","Networking","N10-009_Q094","A user's VoIP phone and workstation are connected through an inline cable. The user reports that the VoIP phone intermittently reboots but the workstation is not having any network-related issues Which of the following is the most likely cause?","The Ethernet cable is not working","FALSE",""
"Basic Networking","Networking","N10-009_Q095","Which of the following are the best device-hardening techniques for network security? (Select two).","Disabling unused ports","TRUE",""
"Basic Networking","Networking","N10-009_Q095","Which of the following are the best device-hardening techniques for network security? (Select two).","Performing regular scanning of unauthorized devices","FALSE",""
"Basic Networking","Networking","N10-009_Q095","Which of the following are the best device-hardening techniques for network security? (Select two).","Monitoring system logs for irregularities","FALSE",""
"Basic Networking","Networking","N10-009_Q095","Which of the following are the best device-hardening techniques for network security? (Select two).","Enabling logical security such as SSO","FALSE",""
"Basic Networking","Networking","N10-009_Q095","Which of the following are the best device-hardening techniques for network security? (Select two).","Changing default passwords","TRUE",""
"Basic Networking","Networking","N10-009_Q095","Which of the following are the best device-hardening techniques for network security? (Select two).","Ensuring least privilege concepts are in place","FALSE",""
