QuizTitle,Category,QuestionText,AnswerText,IsCorrect,QuestionImgKey
1V0-21.20,Data Center Virtualization,"An administrator would like to enable a switch setting to restrict the network bandwidth that is available to ports, but the solution must also allow bursts of traffic to flow through at higher speeds. Which vSphere Distributed Switch setting accomplishes this goal?",Monitoring,false,
1V0-21.20,Data Center Virtualization,"An administrator would like to enable a switch setting to restrict the network bandwidth that is available to ports, but the solution must also allow bursts of traffic to flow through at higher speeds. Which vSphere Distributed Switch setting accomplishes this goal?",Security,false,
1V0-21.20,Data Center Virtualization,What does it mean if a virtual machine (VM) has a high DRS score?,Its resource requirements are met most of the time.,true,
1V0-21.20,Data Center Virtualization,What does it mean if a virtual machine (VM) has a high DRS score?,It has poor performance in the current host.,false,
1V0-21.20,Data Center Virtualization,What does it mean if a virtual machine (VM) has a high DRS score?,It is in conflict over access to a shared resource.,false,
1V0-21.20,Data Center Virtualization,What does it mean if a virtual machine (VM) has a high DRS score?,It requires access to more resources as soon as possible.,false,
1V0-21.20,Data Center Virtualization,Which action should an administrator use to restore a virtual machine to a previous state?,Take snapshot,false,
1V0-21.20,Data Center Virtualization,Which action should an administrator use to restore a virtual machine to a previous state?,Revert to the latest snapshot,true,
1V0-21.20,Data Center Virtualization,Which action should an administrator use to restore a virtual machine to a previous state?,Delete all snapshots,false,
1V0-21.20,Data Center Virtualization,Which action should an administrator use to restore a virtual machine to a previous state?,Consolidate snapshot,false,
1V0-21.20,Data Center Virtualization,Which cluster file system is used by ESXi hosts to store virtual machines?,SMB,false,
1V0-21.20,Data Center Virtualization,Which cluster file system is used by ESXi hosts to store virtual machines?,VMFS,true,
1V0-21.20,Data Center Virtualization,Which cluster file system is used by ESXi hosts to store virtual machines?,NFS,false,
1V0-21.20,Data Center Virtualization,Which cluster file system is used by ESXi hosts to store virtual machines?,SCSI,false,
1V0-21.20,Data Center Virtualization,Traditional operating systems allocate resources such as CPU and memory for applications installed on computers. Which vSphere component schedules resources for virtual machines in a similar way?,Virtual Hardware,false,
1V0-21.20,Data Center Virtualization,Traditional operating systems allocate resources such as CPU and memory for applications installed on computers. Which vSphere component schedules resources for virtual machines in a similar way?,VMware Tools,false,
1V0-21.20,Data Center Virtualization,Traditional operating systems allocate resources such as CPU and memory for applications installed on computers. Which vSphere component schedules resources for virtual machines in a similar way?,ESXi Hypervisor,false,
1V0-21.20,Data Center Virtualization,Traditional operating systems allocate resources such as CPU and memory for applications installed on computers. Which vSphere component schedules resources for virtual machines in a similar way?,vCenter Server,true,
1V0-21.20,Data Center Virtualization,How does virtual networking enable business to reduce time-to-market?,By performing automatic hardware upgrades,false,
1V0-21.20,Data Center Virtualization,How does virtual networking enable business to reduce time-to-market?,By increasing traffic bandwidth,false,
1V0-21.20,Data Center Virtualization,How does virtual networking enable business to reduce time-to-market?,By removing physical network devices,false,
1V0-21.20,Data Center Virtualization,How does virtual networking enable business to reduce time-to-market?,By providing network services on demand,true,
1V0-21.20,Data Center Virtualization,Which two improvements to the management of a VM are gained when VMware Tools are used? (Choose two.),Synchronizes time between the guest and the host,true,
1V0-21.20,Data Center Virtualization,Which two improvements to the management of a VM are gained when VMware Tools are used? (Choose two.),Adds VM alarms to the inventory,true,
1V0-21.20,Data Center Virtualization,Which two improvements to the management of a VM are gained when VMware Tools are used? (Choose two.),Performs a clone of the VM,false,
1V0-21.20,Data Center Virtualization,Which two improvements to the management of a VM are gained when VMware Tools are used? (Choose two.),Makes a graceful shutdown of the VM possible,false,
1V0-21.20,Data Center Virtualization,Which two improvements to the management of a VM are gained when VMware Tools are used? (Choose two.),Allows a snapshot before the guest OS is upgraded,false,
1V0-21.20,Data Center Virtualization,A VSphere administrator sees the alarm: vSphere HA virtual machine failed to failover This occurred for virtual machines (VMs) in a cluster with vSphere High Availability (HA) enabled. The guest operating system on the VMs did not report a power failure. What is a possible cause of this event?,The VMs cloning operations did not complete.,false,
1V0-21.20,Data Center Virtualization,A VSphere administrator sees the alarm: vSphere HA virtual machine failed to failover This occurred for virtual machines (VMs) in a cluster with vSphere High Availability (HA) enabled. The guest operating system on the VMs did not report a power failure. What is a possible cause of this event?,A reboot of vCenter Server impacted vSphere HA.,false,
1V0-21.20,Data Center Virtualization,A VSphere administrator sees the alarm: vSphere HA virtual machine failed to failover This occurred for virtual machines (VMs) in a cluster with vSphere High Availability (HA) enabled. The guest operating system on the VMs did not report a power failure. What is a possible cause of this event?,The host is still running but has disconnected from the network.,true,
1V0-21.20,Data Center Virtualization,A VSphere administrator sees the alarm: vSphere HA virtual machine failed to failover This occurred for virtual machines (VMs) in a cluster with vSphere High Availability (HA) enabled. The guest operating system on the VMs did not report a power failure. What is a possible cause of this event?,The VMs encountered an error during migration using vSphere vMotion.,false,
1V0-21.20,Data Center Virtualization,Which feature helps maintain zero data loss when a VM on an ESXi server fails unexpectedly?,Fault Tolerance,false,
1V0-21.20,Data Center Virtualization,Which feature helps maintain zero data loss when a VM on an ESXi server fails unexpectedly?,vSphere High Availability,true,
1V0-21.20,Data Center Virtualization,Which feature helps maintain zero data loss when a VM on an ESXi server fails unexpectedly?,Storage vMotion,false,
1V0-21.20,Data Center Virtualization,Which feature helps maintain zero data loss when a VM on an ESXi server fails unexpectedly?,vMotion,false,
1V0-21.20,Data Center Virtualization,"During a virtual machine migration, which VMkernel networking layer handles the traffic?",vSphere vMotion,false,
1V0-21.20,Data Center Virtualization,"During a virtual machine migration, which VMkernel networking layer handles the traffic?",vSAN,false,
1V0-21.20,Data Center Virtualization,"During a virtual machine migration, which VMkernel networking layer handles the traffic?",IP storage,true,
1V0-21.20,Data Center Virtualization,"During a virtual machine migration, which VMkernel networking layer handles the traffic?",Fault Tolerance,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature protects against host hardware failures by restarting virtual machines (VMs) on hosts that are running in the cluster?,vSphere vMotion,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature protects against host hardware failures by restarting virtual machines (VMs) on hosts that are running in the cluster?,vSphere Fault Tolerance,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature protects against host hardware failures by restarting virtual machines (VMs) on hosts that are running in the cluster?,vSphere DRS,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature protects against host hardware failures by restarting virtual machines (VMs) on hosts that are running in the cluster?,vSphere HA,true,
1V0-21.20,Data Center Virtualization,A VSphere operator can only configure up to two virtual CPUs when deploying a new virtual machine (VM). What is the cause of this situation?,The selected ESXi host has only 2 CPUs,true,1V0-21.20_Q056.png
1V0-21.20,Data Center Virtualization,A VSphere operator can only configure up to two virtual CPUs when deploying a new virtual machine (VM). What is the cause of this situation?,The selected cluster is not in DRS mode.,false,1V0-21.20_Q056.png
1V0-21.20,Data Center Virtualization,A VSphere operator can only configure up to two virtual CPUs when deploying a new virtual machine (VM). What is the cause of this situation?,VMs support a maximum of 2 CPUs.,false,1V0-21.20_Q056.png
1V0-21.20,Data Center Virtualization,A VSphere operator can only configure up to two virtual CPUs when deploying a new virtual machine (VM). What is the cause of this situation?,The compatibility selected is ג€ESXi 6.5 and laterג€.,false,1V0-21.20_Q056.png
1V0-21.20,Data Center Virtualization,Which file system protocol is supported by vSphere?,SAN,false,
1V0-21.20,Data Center Virtualization,Which file system protocol is supported by vSphere?,vSAN,false,
1V0-21.20,Data Center Virtualization,Which file system protocol is supported by vSphere?,iSCSI,false,
1V0-21.20,Data Center Virtualization,Which file system protocol is supported by vSphere?,NFS,true,
1V0-21.20,Data Center Virtualization,Which configuration setting ensures that virtual networks on a virtual switch are isolated from each other?,VLAN ID,false,
1V0-21.20,Data Center Virtualization,Which configuration setting ensures that virtual networks on a virtual switch are isolated from each other?,Port ID,true,
1V0-21.20,Data Center Virtualization,Which configuration setting ensures that virtual networks on a virtual switch are isolated from each other?,Network Label,false,
1V0-21.20,Data Center Virtualization,Which configuration setting ensures that virtual networks on a virtual switch are isolated from each other?,Security Policy,false,
1V0-21.20,Data Center Virtualization,Which product in the virtual infrastructure layer of the SDDC provides network virtualization capabilities?,VMware NSX,true,
1V0-21.20,Data Center Virtualization,Which product in the virtual infrastructure layer of the SDDC provides network virtualization capabilities?,VMware vSphere,false,
1V0-21.20,Data Center Virtualization,Which product in the virtual infrastructure layer of the SDDC provides network virtualization capabilities?,VMware vRealize Network Insight,false,
1V0-21.20,Data Center Virtualization,Which product in the virtual infrastructure layer of the SDDC provides network virtualization capabilities?,VMware vSAN,false,
1V0-21.20,Data Center Virtualization,An administrator has observed an alert message in the vSphere UI related to a host's storage sensor hardware. Where should the administrator look for more information related to this alert?,Host > Monitor > Hardware Health > System Event Log,true,
1V0-21.20,Data Center Virtualization,An administrator has observed an alert message in the vSphere UI related to a host's storage sensor hardware. Where should the administrator look for more information related to this alert?,Host > Monitor > Hardware Health > Storage Sensors,false,
1V0-21.20,Data Center Virtualization,An administrator has observed an alert message in the vSphere UI related to a host's storage sensor hardware. Where should the administrator look for more information related to this alert?,Menu > Lifecycle Manager > Baselines,false,
1V0-21.20,Data Center Virtualization,An administrator has observed an alert message in the vSphere UI related to a host's storage sensor hardware. Where should the administrator look for more information related to this alert?,Host > Monitor > Skyline Health,false,
1V0-21.20,Data Center Virtualization,Which component is required to use VMware Distributed vSwitches (vDS)?,VMware NSX-T,true,
1V0-21.20,Data Center Virtualization,Which component is required to use VMware Distributed vSwitches (vDS)?,VMware SD-WAN,false,
1V0-21.20,Data Center Virtualization,Which component is required to use VMware Distributed vSwitches (vDS)?,VMware Identity Manager,false,
1V0-21.20,Data Center Virtualization,Which component is required to use VMware Distributed vSwitches (vDS)?,VMware vCenter Server Most Voted,false,
1V0-21.20,Data Center Virtualization,Which DRS score indicates that the virtual machine (VM) is experiencing severe resource contention?,95%,false,
1V0-21.20,Data Center Virtualization,Which DRS score indicates that the virtual machine (VM) is experiencing severe resource contention?,70%,false,
1V0-21.20,Data Center Virtualization,Which DRS score indicates that the virtual machine (VM) is experiencing severe resource contention?,15%,true,
1V0-21.20,Data Center Virtualization,Which DRS score indicates that the virtual machine (VM) is experiencing severe resource contention?,50%,false,
1V0-21.20,Data Center Virtualization,Which three different types of planes are available in the NSX-T Data Center Architecture? (Choose three.),Network Plane,true,
1V0-21.20,Data Center Virtualization,Which three different types of planes are available in the NSX-T Data Center Architecture? (Choose three.),Control Plane,true,
1V0-21.20,Data Center Virtualization,Which three different types of planes are available in the NSX-T Data Center Architecture? (Choose three.),Routing Plane,false,
1V0-21.20,Data Center Virtualization,Which three different types of planes are available in the NSX-T Data Center Architecture? (Choose three.),Management Plane,false,
1V0-21.20,Data Center Virtualization,Which three different types of planes are available in the NSX-T Data Center Architecture? (Choose three.),Data Plane F. Security Plane,true,
1V0-21.20,Data Center Virtualization,Which plane of the NSX-T Data Center architecture performs the network traffic forwarding?,Routing Plane,false,
1V0-21.20,Data Center Virtualization,Which plane of the NSX-T Data Center architecture performs the network traffic forwarding?,Control Plane,false,
1V0-21.20,Data Center Virtualization,Which plane of the NSX-T Data Center architecture performs the network traffic forwarding?,Data Plane,true,
1V0-21.20,Data Center Virtualization,Which plane of the NSX-T Data Center architecture performs the network traffic forwarding?,Management Plane,false,
1V0-21.20,Data Center Virtualization,A customer wants to know how NSX-T Data Center encapsulates and decapsulates traffic during host-to-host communication. Which two components are required for the process? (Choose two.),Tunnel Endpoint Protocol,true,
1V0-21.20,Data Center Virtualization,A customer wants to know how NSX-T Data Center encapsulates and decapsulates traffic during host-to-host communication. Which two components are required for the process? (Choose two.),Transport Nodes,true,
1V0-21.20,Data Center Virtualization,A customer wants to know how NSX-T Data Center encapsulates and decapsulates traffic during host-to-host communication. Which two components are required for the process? (Choose two.),L7 device,false,
1V0-21.20,Data Center Virtualization,A customer wants to know how NSX-T Data Center encapsulates and decapsulates traffic during host-to-host communication. Which two components are required for the process? (Choose two.),L2 access list,false,
1V0-21.20,Data Center Virtualization,A customer wants to know how NSX-T Data Center encapsulates and decapsulates traffic during host-to-host communication. Which two components are required for the process? (Choose two.),VXLAN tunnel,false,
1V0-21.20,Data Center Virtualization,An administrator needs to separate traffic of virtual machine live migrations from all other traffic. Which TCP/IP stack meets this requirement?,Provisioning TCP/IP stack,false,
1V0-21.20,Data Center Virtualization,An administrator needs to separate traffic of virtual machine live migrations from all other traffic. Which TCP/IP stack meets this requirement?,vMotion TCP/IP stack,true,
1V0-21.20,Data Center Virtualization,An administrator needs to separate traffic of virtual machine live migrations from all other traffic. Which TCP/IP stack meets this requirement?,Fault Tolerance logging TCP/IP stack,false,
1V0-21.20,Data Center Virtualization,An administrator needs to separate traffic of virtual machine live migrations from all other traffic. Which TCP/IP stack meets this requirement?,Management TCP/IP stack,false,
1V0-21.20,Data Center Virtualization,"An administrator is trying to configure EVC on a cluster that has both AMD and Intel hosts, but the configuration is failing. What is causing this failure?",The administrator did not configure vMotion on all hosts prior to enabling EVC.,false,
1V0-21.20,Data Center Virtualization,"An administrator is trying to configure EVC on a cluster that has both AMD and Intel hosts, but the configuration is failing. What is causing this failure?",The administrator did not remove all passthrough devices prior to enabling EVC.,false,
1V0-21.20,Data Center Virtualization,"An administrator is trying to configure EVC on a cluster that has both AMD and Intel hosts, but the configuration is failing. What is causing this failure?",The administrator did not separate out the hosts by processor type prior to enabling EVC.,true,
1V0-21.20,Data Center Virtualization,"An administrator is trying to configure EVC on a cluster that has both AMD and Intel hosts, but the configuration is failing. What is causing this failure?",The administrator did not configure vSphere HA prior to enabling EVC.,false,
1V0-21.20,Data Center Virtualization,An administrator is concerned that a VM has high ballooning activity and needs to check the default display of the Advanced Performance pane in the vSphere Client to confirm this activity. Which view should the administrator choose in the default display?,Power,false,
1V0-21.20,Data Center Virtualization,An administrator is concerned that a VM has high ballooning activity and needs to check the default display of the Advanced Performance pane in the vSphere Client to confirm this activity. Which view should the administrator choose in the default display?,Network,false,
1V0-21.20,Data Center Virtualization,An administrator is concerned that a VM has high ballooning activity and needs to check the default display of the Advanced Performance pane in the vSphere Client to confirm this activity. Which view should the administrator choose in the default display?,Virtual disk,true,
1V0-21.20,Data Center Virtualization,An administrator is concerned that a VM has high ballooning activity and needs to check the default display of the Advanced Performance pane in the vSphere Client to confirm this activity. Which view should the administrator choose in the default display?,Memory,false,
1V0-21.20,Data Center Virtualization,An administrator is migrating 100 virtual machines from one ESXi Host to another. The current 1GigE network cards are only migrating four virtual machines simultaneously. Which action should the administrator take to increase that number to eight?,Add more memory to the ESXi hosts,false,
1V0-21.20,Data Center Virtualization,An administrator is migrating 100 virtual machines from one ESXi Host to another. The current 1GigE network cards are only migrating four virtual machines simultaneously. Which action should the administrator take to increase that number to eight?,Configure port mirroring,true,
1V0-21.20,Data Center Virtualization,An administrator is migrating 100 virtual machines from one ESXi Host to another. The current 1GigE network cards are only migrating four virtual machines simultaneously. Which action should the administrator take to increase that number to eight?,Add a 10GigE network card to each ESXi host,false,
1V0-21.20,Data Center Virtualization,An administrator is migrating 100 virtual machines from one ESXi Host to another. The current 1GigE network cards are only migrating four virtual machines simultaneously. Which action should the administrator take to increase that number to eight?,Configure Load Balancing,false,
1V0-21.20,Data Center Virtualization,"A system administrator is preparing a host in a vSphere DRS cluster in partially automated mode for firmware patching and puts a host into maintenance mode. After several minutes, the host still has not entered maintenance mode. How should the system administrator resolve this problem?",The system administrator needs to schedule DRS to run again.,false,
1V0-21.20,Data Center Virtualization,"A system administrator is preparing a host in a vSphere DRS cluster in partially automated mode for firmware patching and puts a host into maintenance mode. After several minutes, the host still has not entered maintenance mode. How should the system administrator resolve this problem?",The system administrator needs to migrate virtual machines using vSphere vMotion.,true,
1V0-21.20,Data Center Virtualization,"A system administrator is preparing a host in a vSphere DRS cluster in partially automated mode for firmware patching and puts a host into maintenance mode. After several minutes, the host still has not entered maintenance mode. How should the system administrator resolve this problem?",vSphere Lifecycle Manager and DRS integration need to be configured.,false,
1V0-21.20,Data Center Virtualization,"A system administrator is preparing a host in a vSphere DRS cluster in partially automated mode for firmware patching and puts a host into maintenance mode. After several minutes, the host still has not entered maintenance mode. How should the system administrator resolve this problem?",vSphere HA admission control needs to be enabled on the cluster.,false,
1V0-21.20,Data Center Virtualization,A vSphere operator finds this error message: Device or filesystem with identifier [naa.1234567890] has entered the All Paths Down state. What should the operator conclude from this error message?,"A host failed, and automated recovery of affected VMs is expected.",false,
1V0-21.20,Data Center Virtualization,A vSphere operator finds this error message: Device or filesystem with identifier [naa.1234567890] has entered the All Paths Down state. What should the operator conclude from this error message?,A storage device is inaccessible and is expected to become available.,false,
1V0-21.20,Data Center Virtualization,A vSphere operator finds this error message: Device or filesystem with identifier [naa.1234567890] has entered the All Paths Down state. What should the operator conclude from this error message?,"A host is inaccessible, and migration of affected VMs is expected.",false,
1V0-21.20,Data Center Virtualization,A vSphere operator finds this error message: Device or filesystem with identifier [naa.1234567890] has entered the All Paths Down state. What should the operator conclude from this error message?,A storage device has failed and is not expected to become available.,true,
1V0-21.20,Data Center Virtualization,A group of VMs is experiencing high latency on a portgroup in an ESXi host. Which option can a vSphere administrator use to move some of the VMs to another portgroup?,Network Port Binding,false,
1V0-21.20,Data Center Virtualization,A group of VMs is experiencing high latency on a portgroup in an ESXi host. Which option can a vSphere administrator use to move some of the VMs to another portgroup?,vSphere vMotion,true,
1V0-21.20,Data Center Virtualization,A group of VMs is experiencing high latency on a portgroup in an ESXi host. Which option can a vSphere administrator use to move some of the VMs to another portgroup?,IP hash,false,
1V0-21.20,Data Center Virtualization,A group of VMs is experiencing high latency on a portgroup in an ESXi host. Which option can a vSphere administrator use to move some of the VMs to another portgroup?,Network I/O Control,false,
1V0-21.20,Data Center Virtualization,Which problem is solved by migrating virtual machines (VMs) using vSphere vMotion?,The names of the VM files that do not match the inventory name of the VM.,false,
1V0-21.20,Data Center Virtualization,Which problem is solved by migrating virtual machines (VMs) using vSphere vMotion?,A vSphere cluster that needs to be upgraded without any VM downtime.,false,
1V0-21.20,Data Center Virtualization,Which problem is solved by migrating virtual machines (VMs) using vSphere vMotion?,A problem that occurred during VM patching and a roll-back is needed.,false,
1V0-21.20,Data Center Virtualization,Which problem is solved by migrating virtual machines (VMs) using vSphere vMotion?,Heavy storage traffic and latency that are concentrated in a few datastores.,true,
1V0-21.20,Data Center Virtualization,What does NSX-T provide to a telecom provider's network services related to network throughput?,Higher performance,false,
1V0-21.20,Data Center Virtualization,What does NSX-T provide to a telecom provider's network services related to network throughput?,Higher recoverability,false,
1V0-21.20,Data Center Virtualization,What does NSX-T provide to a telecom provider's network services related to network throughput?,Higher security,false,
1V0-21.20,Data Center Virtualization,What does NSX-T provide to a telecom provider's network services related to network throughput?,Higher availability,true,
1V0-21.20,Data Center Virtualization,Which IP storage is supported on vSphere?,vSAN,false,
1V0-21.20,Data Center Virtualization,Which IP storage is supported on vSphere?,SCSI,false,
1V0-21.20,Data Center Virtualization,Which IP storage is supported on vSphere?,iSCSI,true,
1V0-21.20,Data Center Virtualization,Which IP storage is supported on vSphere?,SAN,false,
1V0-21.20,Data Center Virtualization,Which feature must be enabled to use vSphere Fault Tolerance?,vSphere HA,true,
1V0-21.20,Data Center Virtualization,Which feature must be enabled to use vSphere Fault Tolerance?,vSphere DRS,false,
1V0-21.20,Data Center Virtualization,Which feature must be enabled to use vSphere Fault Tolerance?,vSphere Replication,false,
1V0-21.20,Data Center Virtualization,Which feature must be enabled to use vSphere Fault Tolerance?,vSAN,false,
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which piece of information should a vSphere operator conclude about iSCSI-01?,The datastore failed because it reached its capacity limit.,false,1V0-21.20_Q077.png
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which piece of information should a vSphere operator conclude about iSCSI-01?,The disk usage on the datastore is above 75%.,true,1V0-21.20_Q077.png
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which piece of information should a vSphere operator conclude about iSCSI-01?,The datastore does not have any free capacity.,false,1V0-21.20_Q077.png
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which piece of information should a vSphere operator conclude about iSCSI-01?,The datastore usage on disk was reset to green.,false,1V0-21.20_Q077.png
1V0-21.20,Data Center Virtualization,An administrator is working on a cloud migration project. The project has a requirement to check the EVC mode for virtual machines (VMs) hosting an application. How can the administrator find the EVC details for these VMs?,Right click VM > Migrate > Change storage only > Select Datastore > Next > Finish,false,
1V0-21.20,Data Center Virtualization,An administrator is working on a cloud migration project. The project has a requirement to check the EVC mode for virtual machines (VMs) hosting an application. How can the administrator find the EVC details for these VMs?,Select Host > VMs > Show/Hide Column > EVC Mode,false,
1V0-21.20,Data Center Virtualization,An administrator is working on a cloud migration project. The project has a requirement to check the EVC mode for virtual machines (VMs) hosting an application. How can the administrator find the EVC details for these VMs?,Right click VM > Migrate > Change compute resource only > Select Host > Next > Finish,true,
1V0-21.20,Data Center Virtualization,An administrator is working on a cloud migration project. The project has a requirement to check the EVC mode for virtual machines (VMs) hosting an application. How can the administrator find the EVC details for these VMs?,Power off VM > Configure > VMware EVC,false,
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which statement is true about the access privileges of User 2?,User 2 has no access to all objects in the Production folder and Test and Dev folder.,false,1V0-21.20_Q079.png
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which statement is true about the access privileges of User 2?,"User 2 has access to all objects in the Production folder and no access to Dev01, Dev02, and Dev03.",false,1V0-21.20_Q079.png
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which statement is true about the access privileges of User 2?,User 2 has virtual machine power user privileges to Prod04-3.,true,1V0-21.20_Q079.png
1V0-21.20,Data Center Virtualization,Refer to the exhibit: Which statement is true about the access privileges of User 2?,User 2 has virtual machine power user privileges to all VMs in the Production folder.,false,1V0-21.20_Q079.png
1V0-21.20,Data Center Virtualization,"On a vSphere Standard Switch, which setting should an administrator configure to improve the networking efficiency by increasing the amount of payload data transmitted with a single packet?",VLAN,false,
1V0-21.20,Data Center Virtualization,"On a vSphere Standard Switch, which setting should an administrator configure to improve the networking efficiency by increasing the amount of payload data transmitted with a single packet?",NIC Teaming,false,
1V0-21.20,Data Center Virtualization,"On a vSphere Standard Switch, which setting should an administrator configure to improve the networking efficiency by increasing the amount of payload data transmitted with a single packet?",LACP,false,
1V0-21.20,Data Center Virtualization,"On a vSphere Standard Switch, which setting should an administrator configure to improve the networking efficiency by increasing the amount of payload data transmitted with a single packet?",MTU (Bytes),true,
1V0-21.20,Data Center Virtualization,Which feature allows an administrator to implement master copies of virtual machines to create ready-for-use virtual machines?,Custom Attributes,false,
1V0-21.20,Data Center Virtualization,Which feature allows an administrator to implement master copies of virtual machines to create ready-for-use virtual machines?,Snapshots,false,
1V0-21.20,Data Center Virtualization,Which feature allows an administrator to implement master copies of virtual machines to create ready-for-use virtual machines?,Templates,true,
1V0-21.20,Data Center Virtualization,Which feature allows an administrator to implement master copies of virtual machines to create ready-for-use virtual machines?,Resource Pools,false,
1V0-21.20,Data Center Virtualization,Which hypervisor is a type-1 hypervisor?,VMware Fusion,false,
1V0-21.20,Data Center Virtualization,Which hypervisor is a type-1 hypervisor?,VMware Workstation,false,
1V0-21.20,Data Center Virtualization,Which hypervisor is a type-1 hypervisor?,Oracle VM VirtualBox,false,
1V0-21.20,Data Center Virtualization,Which hypervisor is a type-1 hypervisor?,VMware ESXi,true,
1V0-21.20,Data Center Virtualization,An administrator needs to upgrade the guest operating system installed in a virtual machine. The administrator wants to safely ensure that the selected operating system is supported by ESXi. Which action should the administrator take to meet this goal?,Snapshot the VM before performing the operating system upgrade.,true,
1V0-21.20,Data Center Virtualization,An administrator needs to upgrade the guest operating system installed in a virtual machine. The administrator wants to safely ensure that the selected operating system is supported by ESXi. Which action should the administrator take to meet this goal?,Perform a guest OS and product search in the VMware Compatibility Guide.,false,
1V0-21.20,Data Center Virtualization,An administrator needs to upgrade the guest operating system installed in a virtual machine. The administrator wants to safely ensure that the selected operating system is supported by ESXi. Which action should the administrator take to meet this goal?,Check the web page of the guest operating system vendor.,false,
1V0-21.20,Data Center Virtualization,An administrator needs to upgrade the guest operating system installed in a virtual machine. The administrator wants to safely ensure that the selected operating system is supported by ESXi. Which action should the administrator take to meet this goal?,Look in the guest OS version drop-down menu of the VM.,false,
1V0-21.20,Data Center Virtualization,"Which software-defined, object-based storage solution provides shared storage for vSphere clusters without using traditional external storage?",NFS,false,
1V0-21.20,Data Center Virtualization,"Which software-defined, object-based storage solution provides shared storage for vSphere clusters without using traditional external storage?",vVOLs,false,
1V0-21.20,Data Center Virtualization,"Which software-defined, object-based storage solution provides shared storage for vSphere clusters without using traditional external storage?",iSCSI,true,
1V0-21.20,Data Center Virtualization,"Which software-defined, object-based storage solution provides shared storage for vSphere clusters without using traditional external storage?",vSAN,false,
1V0-21.20,Data Center Virtualization,Which configuration setting prevents a packet sniffing program from analyzing network packets on the virtual switch?,Forged Transmits set to Accept,false,
1V0-21.20,Data Center Virtualization,Which configuration setting prevents a packet sniffing program from analyzing network packets on the virtual switch?,Forged Transmits set to Reject,false,
1V0-21.20,Data Center Virtualization,Which configuration setting prevents a packet sniffing program from analyzing network packets on the virtual switch?,Promiscuous Mode set to Reject,true,
1V0-21.20,Data Center Virtualization,Which configuration setting prevents a packet sniffing program from analyzing network packets on the virtual switch?,Promiscuous Mode set to Accept,false,
1V0-21.20,Data Center Virtualization,Which action must an administrator perform in the vSphere Client to create a copy of a running virtual machine?,Right-click the VM > Clone > Clone to Template,false,
1V0-21.20,Data Center Virtualization,Which action must an administrator perform in the vSphere Client to create a copy of a running virtual machine?,Right-click the VM template > Convert to Virtual Machine,false,
1V0-21.20,Data Center Virtualization,Which action must an administrator perform in the vSphere Client to create a copy of a running virtual machine?,Right-click the VM template > New VM from This Template,false,
1V0-21.20,Data Center Virtualization,Which action must an administrator perform in the vSphere Client to create a copy of a running virtual machine?,Right-click the VM > Clone > Clone to Virtual Machine,true,
1V0-21.20,Data Center Virtualization,An administrator is asked to copy a single hard disk from one datastore to another. Which virtual machine file type should the administrator select?,vmss,false,
1V0-21.20,Data Center Virtualization,An administrator is asked to copy a single hard disk from one datastore to another. Which virtual machine file type should the administrator select?,vswp,false,
1V0-21.20,Data Center Virtualization,An administrator is asked to copy a single hard disk from one datastore to another. Which virtual machine file type should the administrator select?,vmdk,true,
1V0-21.20,Data Center Virtualization,An administrator is asked to copy a single hard disk from one datastore to another. Which virtual machine file type should the administrator select?,vmx,false,
1V0-21.20,Data Center Virtualization,An administrator needs to encrypt file transfers between two sites using the same subnet. Which NSX-T feature should the administrator use?,L2 VPN,false,
1V0-21.20,Data Center Virtualization,An administrator needs to encrypt file transfers between two sites using the same subnet. Which NSX-T feature should the administrator use?,Tier-0 Gateway,false,
1V0-21.20,Data Center Virtualization,An administrator needs to encrypt file transfers between two sites using the same subnet. Which NSX-T feature should the administrator use?,IPSEC VPN,true,
1V0-21.20,Data Center Virtualization,An administrator needs to encrypt file transfers between two sites using the same subnet. Which NSX-T feature should the administrator use?,SSL VPN +,false,
1V0-21.20,Data Center Virtualization,Which hardware is required to support Fibre Channel storage?,NIC,false,
1V0-21.20,Data Center Virtualization,Which hardware is required to support Fibre Channel storage?,HBA,true,
1V0-21.20,Data Center Virtualization,Which hardware is required to support Fibre Channel storage?,CNA,false,
1V0-21.20,Data Center Virtualization,Which hardware is required to support Fibre Channel storage?,iSCSI adapter,false,
1V0-21.20,Data Center Virtualization,"Which vSphere component centralizes automated patch and version management for clusters, ESXi, drivers and firmware, Virtual Hardware, and VMware Tools?",vSphere Lifecycle Manager,true,
1V0-21.20,Data Center Virtualization,"Which vSphere component centralizes automated patch and version management for clusters, ESXi, drivers and firmware, Virtual Hardware, and VMware Tools?",vSphere DRS,false,
1V0-21.20,Data Center Virtualization,"Which vSphere component centralizes automated patch and version management for clusters, ESXi, drivers and firmware, Virtual Hardware, and VMware Tools?",Content Library,false,
