"QuizTitle","Category","QuestionImgKey","QuestionText","AnswerText","IsCorrect","ImageFiles"
"Basic Systems","Systems","SK0-005_Q038","Which of the following access control methodologies can be described BEST as allowing a user the least access based on the jobs the user needs to perform?","Scope-based","FALSE",""
"Basic Systems","Systems","SK0-005_Q038","Which of the following access control methodologies can be described BEST as allowing a user the least access based on the jobs the user needs to perform?","Role-based","TRUE",""
"Basic Systems","Systems","SK0-005_Q038","Which of the following access control methodologies can be described BEST as allowing a user the least access based on the jobs the user needs to perform?","Location-based","FALSE",""
"Basic Systems","Systems","SK0-005_Q038","Which of the following access control methodologies can be described BEST as allowing a user the least access based on the jobs the user needs to perform?","Rule-based","FALSE",""
"Basic Systems","Systems","SK0-005_Q039","An administrator recommends using a tower server in a small remote office. Which of the following should be added to the server to ensure continuous server operation?","Surge protector","FALSE",""
"Basic Systems","Systems","SK0-005_Q039","An administrator recommends using a tower server in a small remote office. Which of the following should be added to the server to ensure continuous server operation?","PDU","FALSE",""
"Basic Systems","Systems","SK0-005_Q039","An administrator recommends using a tower server in a small remote office. Which of the following should be added to the server to ensure continuous server operation?","UPS","TRUE",""
"Basic Systems","Systems","SK0-005_Q039","An administrator recommends using a tower server in a small remote office. Which of the following should be added to the server to ensure continuous server operation?","Ground strap","FALSE",""
"Basic Systems","Systems","SK0-005_Q040","A server administrator has configured a web server. Which of the following does the administrator need to install to make the website trusted?","PKI","TRUE",""
"Basic Systems","Systems","SK0-005_Q040","A server administrator has configured a web server. Which of the following does the administrator need to install to make the website trusted?","SSL","FALSE",""
"Basic Systems","Systems","SK0-005_Q040","A server administrator has configured a web server. Which of the following does the administrator need to install to make the website trusted?","LDAP","FALSE",""
"Basic Systems","Systems","SK0-005_Q040","A server administrator has configured a web server. Which of the following does the administrator need to install to make the website trusted?","DNS","FALSE",""
"Basic Systems","Systems","SK0-005_Q041","An administrator is configuring a server that will host a high-performance financial application. Which of the following disk types will serve this purpose?","SAS SSD","TRUE",""
"Basic Systems","Systems","SK0-005_Q041","An administrator is configuring a server that will host a high-performance financial application. Which of the following disk types will serve this purpose?","SATA SSD","FALSE",""
"Basic Systems","Systems","SK0-005_Q041","An administrator is configuring a server that will host a high-performance financial application. Which of the following disk types will serve this purpose?","SAS drive with 10000rpm","FALSE",""
"Basic Systems","Systems","SK0-005_Q041","An administrator is configuring a server that will host a high-performance financial application. Which of the following disk types will serve this purpose?","SATA drive with 15000rpm","FALSE",""
"Basic Systems","Systems","SK0-005_Q042","A user cannot save large files to a directory on a Linux server that was accepting smaller files a few minutes ago. Which of the following commands should a technician use to identify the issue?","pvdisplay","FALSE",""
"Basic Systems","Systems","SK0-005_Q042","A user cannot save large files to a directory on a Linux server that was accepting smaller files a few minutes ago. Which of the following commands should a technician use to identify the issue?","mount","FALSE",""
"Basic Systems","Systems","SK0-005_Q042","A user cannot save large files to a directory on a Linux server that was accepting smaller files a few minutes ago. Which of the following commands should a technician use to identify the issue?","df -h","TRUE",""
"Basic Systems","Systems","SK0-005_Q042","A user cannot save large files to a directory on a Linux server that was accepting smaller files a few minutes ago. Which of the following commands should a technician use to identify the issue?","fdisk -l","FALSE",""
"Basic Systems","Systems","SK0-005_Q043","A user reports that a server is not accessible. A technician sees the following message on the server: PXE server not found. Which of the following should the technician attempt FIRST to resolve the issue?","Ensure the network cable is properly connected and reboot the server.","FALSE",""
"Basic Systems","Systems","SK0-005_Q043","A user reports that a server is not accessible. A technician sees the following message on the server: PXE server not found. Which of the following should the technician attempt FIRST to resolve the issue?","Eject the disk in the CD-ROM and reboot the server.","FALSE",""
"Basic Systems","Systems","SK0-005_Q043","A user reports that a server is not accessible. A technician sees the following message on the server: PXE server not found. Which of the following should the technician attempt FIRST to resolve the issue?","Enter the BIOS and correct the boot sequence on the server.","TRUE",""
"Basic Systems","Systems","SK0-005_Q043","A user reports that a server is not accessible. A technician sees the following message on the server: PXE server not found. Which of the following should the technician attempt FIRST to resolve the issue?","Power down the server and reseat the PCI cards.","FALSE",""
"Basic Systems","Systems","SK0-005_Q044","A server is performing slowly, and users are reporting issues connecting to the application on that server. Upon investigation, the server administrator notices several unauthorized services running on that server that are successfully communicating to an external site. Which of the following are MOST likely causing the issue? (Choose two.)","Adware is installed on the users’ devices","TRUE",""
"Basic Systems","Systems","SK0-005_Q044","A server is performing slowly, and users are reporting issues connecting to the application on that server. Upon investigation, the server administrator notices several unauthorized services running on that server that are successfully communicating to an external site. Which of the following are MOST likely causing the issue? (Choose two.)","The firewall rule for the server is misconfigured","FALSE",""
"Basic Systems","Systems","SK0-005_Q044","A server is performing slowly, and users are reporting issues connecting to the application on that server. Upon investigation, the server administrator notices several unauthorized services running on that server that are successfully communicating to an external site. Which of the following are MOST likely causing the issue? (Choose two.)","The server is infected with a virus","TRUE",""
"Basic Systems","Systems","SK0-005_Q044","A server is performing slowly, and users are reporting issues connecting to the application on that server. Upon investigation, the server administrator notices several unauthorized services running on that server that are successfully communicating to an external site. Which of the following are MOST likely causing the issue? (Choose two.)","Intrusion detection is enabled on the network","FALSE",""
"Basic Systems","Systems","SK0-005_Q044","A server is performing slowly, and users are reporting issues connecting to the application on that server. Upon investigation, the server administrator notices several unauthorized services running on that server that are successfully communicating to an external site. Which of the following are MOST likely causing the issue? (Choose two.)","Unnecessary services are disabled on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q044","A server is performing slowly, and users are reporting issues connecting to the application on that server. Upon investigation, the server administrator notices several unauthorized services running on that server that are successfully communicating to an external site. Which of the following are MOST likely causing the issue? (Choose two.)","SELinux is enabled on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q045","Following a recent power outage, a server in the datacenter has been constantly going offline and losing its configuration. Users have been experiencing access issues while using the application on the server. The server technician notices the data and time are incorrect when the server is online. All other servers are working. Which of the following would MOST likely cause this issue? (Choose two.)","The server has a faulty power supply","FALSE",""
"Basic Systems","Systems","SK0-005_Q045","Following a recent power outage, a server in the datacenter has been constantly going offline and losing its configuration. Users have been experiencing access issues while using the application on the server. The server technician notices the data and time are incorrect when the server is online. All other servers are working. Which of the following would MOST likely cause this issue? (Choose two.)","The server has a CMOS battery failure","FALSE",""
"Basic Systems","Systems","SK0-005_Q045","Following a recent power outage, a server in the datacenter has been constantly going offline and losing its configuration. Users have been experiencing access issues while using the application on the server. The server technician notices the data and time are incorrect when the server is online. All other servers are working. Which of the following would MOST likely cause this issue? (Choose two.)","The server requires OS updates","TRUE",""
"Basic Systems","Systems","SK0-005_Q045","Following a recent power outage, a server in the datacenter has been constantly going offline and losing its configuration. Users have been experiencing access issues while using the application on the server. The server technician notices the data and time are incorrect when the server is online. All other servers are working. Which of the following would MOST likely cause this issue? (Choose two.)","The server has a malfunctioning LED panel","FALSE",""
"Basic Systems","Systems","SK0-005_Q045","Following a recent power outage, a server in the datacenter has been constantly going offline and losing its configuration. Users have been experiencing access issues while using the application on the server. The server technician notices the data and time are incorrect when the server is online. All other servers are working. Which of the following would MOST likely cause this issue? (Choose two.)","The servers do not have NTP configured","FALSE",""
"Basic Systems","Systems","SK0-005_Q045","Following a recent power outage, a server in the datacenter has been constantly going offline and losing its configuration. Users have been experiencing access issues while using the application on the server. The server technician notices the data and time are incorrect when the server is online. All other servers are working. Which of the following would MOST likely cause this issue? (Choose two.)","The time synchronization service is disabled on the servers","TRUE",""
"Basic Systems","Systems","SK0-005_Q046","Which of the following is an example of load balancing?","Round robin","TRUE",""
"Basic Systems","Systems","SK0-005_Q046","Which of the following is an example of load balancing?","Active-active","FALSE",""
"Basic Systems","Systems","SK0-005_Q046","Which of the following is an example of load balancing?","Active-passive","FALSE",""
"Basic Systems","Systems","SK0-005_Q046","Which of the following is an example of load balancing?","Failover","FALSE",""
"Basic Systems","Systems","SK0-005_Q047","A server administrator is configuring a new server that will hold large amounts of information. The server will need to be accessed by multiple users at the same time. Which of the following server roles will the administrator MOST likely need to install?","Messaging","FALSE",""
"Basic Systems","Systems","SK0-005_Q047","A server administrator is configuring a new server that will hold large amounts of information. The server will need to be accessed by multiple users at the same time. Which of the following server roles will the administrator MOST likely need to install?","Application","FALSE",""
"Basic Systems","Systems","SK0-005_Q047","A server administrator is configuring a new server that will hold large amounts of information. The server will need to be accessed by multiple users at the same time. Which of the following server roles will the administrator MOST likely need to install?","Print","FALSE",""
"Basic Systems","Systems","SK0-005_Q047","A server administrator is configuring a new server that will hold large amounts of information. The server will need to be accessed by multiple users at the same time. Which of the following server roles will the administrator MOST likely need to install?","Database","TRUE",""
"Basic Systems","Systems","SK0-005_Q048","A company’s IDS has identified outbound traffic from one of the web servers coming over port 389 to an outside address. This server only hosts websites. The company’s SOC administrator has asked a technician to harden this server. Which of the following would be the BEST way to complete this request?","Disable port 389 on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q048","A company’s IDS has identified outbound traffic from one of the web servers coming over port 389 to an outside address. This server only hosts websites. The company’s SOC administrator has asked a technician to harden this server. Which of the following would be the BEST way to complete this request?","Move traffic from port 389 to port 443","FALSE",""
"Basic Systems","Systems","SK0-005_Q048","A company’s IDS has identified outbound traffic from one of the web servers coming over port 389 to an outside address. This server only hosts websites. The company’s SOC administrator has asked a technician to harden this server. Which of the following would be the BEST way to complete this request?","Move traffic from port 389 to port 637","TRUE",""
"Basic Systems","Systems","SK0-005_Q048","A company’s IDS has identified outbound traffic from one of the web servers coming over port 389 to an outside address. This server only hosts websites. The company’s SOC administrator has asked a technician to harden this server. Which of the following would be the BEST way to complete this request?","Enable port 389 for web traffic","FALSE",""
"Basic Systems","Systems","SK0-005_Q049","A company deploys antivirus, anti-malware, and firewalls that can be assumed to be functioning properly. Which of the following is the MOST likely system vulnerability?","Insider threat","TRUE",""
"Basic Systems","Systems","SK0-005_Q049","A company deploys antivirus, anti-malware, and firewalls that can be assumed to be functioning properly. Which of the following is the MOST likely system vulnerability?","Worms","FALSE",""
"Basic Systems","Systems","SK0-005_Q049","A company deploys antivirus, anti-malware, and firewalls that can be assumed to be functioning properly. Which of the following is the MOST likely system vulnerability?","Ransomware","FALSE",""
"Basic Systems","Systems","SK0-005_Q049","A company deploys antivirus, anti-malware, and firewalls that can be assumed to be functioning properly. Which of the following is the MOST likely system vulnerability?","Open ports","FALSE",""
"Basic Systems","Systems","SK0-005_Q049","A company deploys antivirus, anti-malware, and firewalls that can be assumed to be functioning properly. Which of the following is the MOST likely system vulnerability?","Two-person integrity","FALSE",""
"Basic Systems","Systems","SK0-005_Q050","A server administrator has been creating new VMs one by one. The administrator notices the system requirements are very similar, even with different applications. Which of the following would help the administrator accomplish this task in the SHORTEST amount of time and meet the system requirements?","Snapshot","FALSE",""
"Basic Systems","Systems","SK0-005_Q050","A server administrator has been creating new VMs one by one. The administrator notices the system requirements are very similar, even with different applications. Which of the following would help the administrator accomplish this task in the SHORTEST amount of time and meet the system requirements?","Deduplication","FALSE",""
"Basic Systems","Systems","SK0-005_Q050","A server administrator has been creating new VMs one by one. The administrator notices the system requirements are very similar, even with different applications. Which of the following would help the administrator accomplish this task in the SHORTEST amount of time and meet the system requirements?","System Restore","FALSE",""
"Basic Systems","Systems","SK0-005_Q050","A server administrator has been creating new VMs one by one. The administrator notices the system requirements are very similar, even with different applications. Which of the following would help the administrator accomplish this task in the SHORTEST amount of time and meet the system requirements?","Template","TRUE",""
"Basic Systems","Systems","SK0-005_Q051","A server administrator is exporting Windows system files before patching and saving them to the following location: \\server1\ITDept\ Which of the following is a storage protocol that the administrator is MOST likely using to save this data?","eSATA","FALSE",""
"Basic Systems","Systems","SK0-005_Q051","A server administrator is exporting Windows system files before patching and saving them to the following location: \\server1\ITDept\ Which of the following is a storage protocol that the administrator is MOST likely using to save this data?","FCoE","FALSE",""
"Basic Systems","Systems","SK0-005_Q051","A server administrator is exporting Windows system files before patching and saving them to the following location: \\server1\ITDept\ Which of the following is a storage protocol that the administrator is MOST likely using to save this data?","CIFS","TRUE",""
"Basic Systems","Systems","SK0-005_Q051","A server administrator is exporting Windows system files before patching and saving them to the following location: \\server1\ITDept\ Which of the following is a storage protocol that the administrator is MOST likely using to save this data?","SAS","FALSE",""
"Basic Systems","Systems","SK0-005_Q052","Which of the following server types would benefit MOST from the use of a load balancer?","DNS server","FALSE",""
"Basic Systems","Systems","SK0-005_Q052","Which of the following server types would benefit MOST from the use of a load balancer?","File server","FALSE",""
"Basic Systems","Systems","SK0-005_Q052","Which of the following server types would benefit MOST from the use of a load balancer?","DHCP server","FALSE",""
"Basic Systems","Systems","SK0-005_Q052","Which of the following server types would benefit MOST from the use of a load balancer?","Web server","TRUE",""
"Basic Systems","Systems","SK0-005_Q053","Which of the following would a systems administrator implement to ensure all web traffic is secure?","SSH","FALSE",""
"Basic Systems","Systems","SK0-005_Q053","Which of the following would a systems administrator implement to ensure all web traffic is secure?","SSL","TRUE",""
"Basic Systems","Systems","SK0-005_Q053","Which of the following would a systems administrator implement to ensure all web traffic is secure?","SMTP","FALSE",""
"Basic Systems","Systems","SK0-005_Q053","Which of the following would a systems administrator implement to ensure all web traffic is secure?","PGP","FALSE",""
"Basic Systems","Systems","SK0-005_Q054","Which of the following will correctly map a script to a home directory for a user based on username?","\\server\users$\username","FALSE",""
"Basic Systems","Systems","SK0-005_Q054","Which of the following will correctly map a script to a home directory for a user based on username?","\\server\%username%","TRUE",""
"Basic Systems","Systems","SK0-005_Q054","Which of the following will correctly map a script to a home directory for a user based on username?","\\server\FirstInitialLastName","FALSE",""
"Basic Systems","Systems","SK0-005_Q054","Which of the following will correctly map a script to a home directory for a user based on username?","\\server\$username$","FALSE",""
"Basic Systems","Systems","SK0-005_Q055","A server administrator has noticed that the storage utilization on a file server is growing faster than planned. The administrator wants to ensure that, in the future, there is a more direct relationship between the number of users using the server and the amount of space that might be used. Which of the following would BEST enable this correlation?","Partitioning","FALSE",""
"Basic Systems","Systems","SK0-005_Q055","A server administrator has noticed that the storage utilization on a file server is growing faster than planned. The administrator wants to ensure that, in the future, there is a more direct relationship between the number of users using the server and the amount of space that might be used. Which of the following would BEST enable this correlation?","Deduplication","FALSE",""
"Basic Systems","Systems","SK0-005_Q055","A server administrator has noticed that the storage utilization on a file server is growing faster than planned. The administrator wants to ensure that, in the future, there is a more direct relationship between the number of users using the server and the amount of space that might be used. Which of the following would BEST enable this correlation?","Disk quotas","TRUE",""
"Basic Systems","Systems","SK0-005_Q055","A server administrator has noticed that the storage utilization on a file server is growing faster than planned. The administrator wants to ensure that, in the future, there is a more direct relationship between the number of users using the server and the amount of space that might be used. Which of the following would BEST enable this correlation?","Compression","FALSE",""
"Basic Systems","Systems","SK0-005_Q056","An administrator needs to perform bare-metal maintenance on a server in a remote datacenter. Which of the following should the administrator use to access the servers console?","IP KVM","FALSE",""
"Basic Systems","Systems","SK0-005_Q056","An administrator needs to perform bare-metal maintenance on a server in a remote datacenter. Which of the following should the administrator use to access the servers console?","VNC","FALSE",""
"Basic Systems","Systems","SK0-005_Q056","An administrator needs to perform bare-metal maintenance on a server in a remote datacenter. Which of the following should the administrator use to access the servers console?","A crash cart","FALSE",""
"Basic Systems","Systems","SK0-005_Q056","An administrator needs to perform bare-metal maintenance on a server in a remote datacenter. Which of the following should the administrator use to access the servers console?","RDP","TRUE",""
"Basic Systems","Systems","SK0-005_Q056","An administrator needs to perform bare-metal maintenance on a server in a remote datacenter. Which of the following should the administrator use to access the servers console?","SSH","FALSE",""
"Basic Systems","Systems","SK0-005_Q057","A server technician is deploying a server with eight hard drives. The server specifications call for a RAID configuration that can handle up to two drive failures but also allow for the least amount of drive space lost to RAID overhead. Which of the following RAID levels should the technician configure for this drive array?","RAID 0","FALSE",""
"Basic Systems","Systems","SK0-005_Q057","A server technician is deploying a server with eight hard drives. The server specifications call for a RAID configuration that can handle up to two drive failures but also allow for the least amount of drive space lost to RAID overhead. Which of the following RAID levels should the technician configure for this drive array?","RAID 5","FALSE",""
"Basic Systems","Systems","SK0-005_Q057","A server technician is deploying a server with eight hard drives. The server specifications call for a RAID configuration that can handle up to two drive failures but also allow for the least amount of drive space lost to RAID overhead. Which of the following RAID levels should the technician configure for this drive array?","RAID 6","TRUE",""
"Basic Systems","Systems","SK0-005_Q057","A server technician is deploying a server with eight hard drives. The server specifications call for a RAID configuration that can handle up to two drive failures but also allow for the least amount of drive space lost to RAID overhead. Which of the following RAID levels should the technician configure for this drive array?","RAID 10","FALSE",""
"Basic Systems","Systems","SK0-005_Q058","A server administrator needs to harden a server by only allowing secure traffic and DNS inquiries. A port scan reports the following ports are open:","21","FALSE",""
"Basic Systems","Systems","SK0-005_Q058","A server administrator needs to harden a server by only allowing secure traffic and DNS inquiries. A port scan reports the following ports are open:","22","FALSE",""
"Basic Systems","Systems","SK0-005_Q058","A server administrator needs to harden a server by only allowing secure traffic and DNS inquiries. A port scan reports the following ports are open:","23","FALSE",""
"Basic Systems","Systems","SK0-005_Q058","A server administrator needs to harden a server by only allowing secure traffic and DNS inquiries. A port scan reports the following ports are open:","53","TRUE",""
"Basic Systems","Systems","SK0-005_Q058","A server administrator needs to harden a server by only allowing secure traffic and DNS inquiries. A port scan reports the following ports are open:","443","FALSE",""
"Basic Systems","Systems","SK0-005_Q058","A server administrator needs to harden a server by only allowing secure traffic and DNS inquiries. A port scan reports the following ports are open:","636","FALSE",""
"Basic Systems","Systems","SK0-005_Q059","A company is building a new datacenter next to a busy parking lot. Which of the following is the BEST strategy to ensure wayward vehicle traffic does not interfere with datacenter operations?","Install security cameras","FALSE",""
"Basic Systems","Systems","SK0-005_Q059","A company is building a new datacenter next to a busy parking lot. Which of the following is the BEST strategy to ensure wayward vehicle traffic does not interfere with datacenter operations?","Utilize security guards","FALSE",""
"Basic Systems","Systems","SK0-005_Q059","A company is building a new datacenter next to a busy parking lot. Which of the following is the BEST strategy to ensure wayward vehicle traffic does not interfere with datacenter operations?","Install bollards","TRUE",""
"Basic Systems","Systems","SK0-005_Q059","A company is building a new datacenter next to a busy parking lot. Which of the following is the BEST strategy to ensure wayward vehicle traffic does not interfere with datacenter operations?","Install a mantrap","FALSE",""
"Basic Systems","Systems","SK0-005_Q060","A server technician installs a new NIC on a server and configures the NIC for IP connectivity. The technician then tests the connection using the ping command. Given the following partial output of the ping and ipconfig commands: Which of the following caused the issue?","Duplicate IP address","TRUE",""
"Basic Systems","Systems","SK0-005_Q060","A server technician installs a new NIC on a server and configures the NIC for IP connectivity. The technician then tests the connection using the ping command. Given the following partial output of the ping and ipconfig commands: Which of the following caused the issue?","Incorrect default gateway","FALSE",""
"Basic Systems","Systems","SK0-005_Q060","A server technician installs a new NIC on a server and configures the NIC for IP connectivity. The technician then tests the connection using the ping command. Given the following partial output of the ping and ipconfig commands: Which of the following caused the issue?","DHCP misconfiguration","FALSE",""
"Basic Systems","Systems","SK0-005_Q060","A server technician installs a new NIC on a server and configures the NIC for IP connectivity. The technician then tests the connection using the ping command. Given the following partial output of the ping and ipconfig commands: Which of the following caused the issue?","Incorrect routing table","FALSE",""
"Basic Systems","Systems","SK0-005_Q061","A snapshot is a feature that can be used in hypervisors to:","roll back firmware updates.","FALSE",""
"Basic Systems","Systems","SK0-005_Q061","A snapshot is a feature that can be used in hypervisors to:","restore to a previous version.","FALSE",""
"Basic Systems","Systems","SK0-005_Q061","A snapshot is a feature that can be used in hypervisors to:","roll back application drivers.","FALSE",""
"Basic Systems","Systems","SK0-005_Q061","A snapshot is a feature that can be used in hypervisors to:","perform a backup restore.","TRUE",""
"Basic Systems","Systems","SK0-005_Q062","Which of the following would MOST likely be part of the user authentication process when implementing SAML across multiple applications?","SSO","TRUE",""
"Basic Systems","Systems","SK0-005_Q062","Which of the following would MOST likely be part of the user authentication process when implementing SAML across multiple applications?","LDAP","FALSE",""
"Basic Systems","Systems","SK0-005_Q062","Which of the following would MOST likely be part of the user authentication process when implementing SAML across multiple applications?","TACACS","FALSE",""
"Basic Systems","Systems","SK0-005_Q062","Which of the following would MOST likely be part of the user authentication process when implementing SAML across multiple applications?","MFA","FALSE",""
"Basic Systems","Systems","SK0-005_Q063","Which of the following documents would be useful when trying to restore IT infrastructure operations after a non-planned interruption?","Service-level agreement","FALSE",""
"Basic Systems","Systems","SK0-005_Q063","Which of the following documents would be useful when trying to restore IT infrastructure operations after a non-planned interruption?","Disaster recovery plan","TRUE",""
"Basic Systems","Systems","SK0-005_Q063","Which of the following documents would be useful when trying to restore IT infrastructure operations after a non-planned interruption?","Business impact analysis","FALSE",""
"Basic Systems","Systems","SK0-005_Q063","Which of the following documents would be useful when trying to restore IT infrastructure operations after a non-planned interruption?","Business continuity plan","FALSE",""
"Basic Systems","Systems","SK0-005_Q064","Which of the following must a server administrator do to ensure data on the SAN is not compromised if it is leaked?","Encrypt the data that is leaving the SAN","FALSE",""
"Basic Systems","Systems","SK0-005_Q064","Which of the following must a server administrator do to ensure data on the SAN is not compromised if it is leaked?","Encrypt the data at rest","TRUE",""
"Basic Systems","Systems","SK0-005_Q064","Which of the following must a server administrator do to ensure data on the SAN is not compromised if it is leaked?","Encrypt the host servers","FALSE",""
"Basic Systems","Systems","SK0-005_Q064","Which of the following must a server administrator do to ensure data on the SAN is not compromised if it is leaked?","Encrypt all the network traffic","FALSE",""
"Basic Systems","Systems","SK0-005_Q065","A server administrator is testing a disaster recovery plan. The test involves creating a downtime scenario and taking the necessary steps. Which of the following testing methods is the administrator MOST likely performing?","Backup recovery","FALSE",""
"Basic Systems","Systems","SK0-005_Q065","A server administrator is testing a disaster recovery plan. The test involves creating a downtime scenario and taking the necessary steps. Which of the following testing methods is the administrator MOST likely performing?","Simulated","FALSE",""
"Basic Systems","Systems","SK0-005_Q065","A server administrator is testing a disaster recovery plan. The test involves creating a downtime scenario and taking the necessary steps. Which of the following testing methods is the administrator MOST likely performing?","Tabletop","TRUE",""
"Basic Systems","Systems","SK0-005_Q065","A server administrator is testing a disaster recovery plan. The test involves creating a downtime scenario and taking the necessary steps. Which of the following testing methods is the administrator MOST likely performing?","Live failover","FALSE",""
"Basic Systems","Systems","SK0-005_Q066","Which of the following tools will analyze network logs in real time to report on suspicious log events?","Syslog","FALSE",""
"Basic Systems","Systems","SK0-005_Q066","Which of the following tools will analyze network logs in real time to report on suspicious log events?","DLP","FALSE",""
"Basic Systems","Systems","SK0-005_Q066","Which of the following tools will analyze network logs in real time to report on suspicious log events?","SIEM","TRUE",""
"Basic Systems","Systems","SK0-005_Q066","Which of the following tools will analyze network logs in real time to report on suspicious log events?","HIPS","FALSE",""
"Basic Systems","Systems","SK0-005_Q067","A server technician is installing a Windows server OS on a physical server. The specifications for the installation call for a 4TB data volume. To ensure the partition is available to the OS, the technician must verify the:","hardware is UEFI compliant","TRUE",""
"Basic Systems","Systems","SK0-005_Q067","A server technician is installing a Windows server OS on a physical server. The specifications for the installation call for a 4TB data volume. To ensure the partition is available to the OS, the technician must verify the:","volume is formatted as GPT","FALSE",""
"Basic Systems","Systems","SK0-005_Q067","A server technician is installing a Windows server OS on a physical server. The specifications for the installation call for a 4TB data volume. To ensure the partition is available to the OS, the technician must verify the:","volume is formatted as MBR","FALSE",""
"Basic Systems","Systems","SK0-005_Q067","A server technician is installing a Windows server OS on a physical server. The specifications for the installation call for a 4TB data volume. To ensure the partition is available to the OS, the technician must verify the:","volume is spanned across multiple physical disk drives","FALSE",""
"Basic Systems","Systems","SK0-005_Q068","An administrator needs three distinct security zones in a company’s network. Which of the following is the administrator MOST likely to implement?","Host-based firewalls","FALSE",""
"Basic Systems","Systems","SK0-005_Q068","An administrator needs three distinct security zones in a company’s network. Which of the following is the administrator MOST likely to implement?","A Layer 3 firewall","TRUE",""
"Basic Systems","Systems","SK0-005_Q068","An administrator needs three distinct security zones in a company’s network. Which of the following is the administrator MOST likely to implement?","A web application firewall","FALSE",""
"Basic Systems","Systems","SK0-005_Q068","An administrator needs three distinct security zones in a company’s network. Which of the following is the administrator MOST likely to implement?","A circuit-based firewall","FALSE",""
"Basic Systems","Systems","SK0-005_Q069","Which of the following is a method that is used to prevent motor vehicles from getting too close to building entrances and exits?","Bollards","TRUE",""
"Basic Systems","Systems","SK0-005_Q069","Which of the following is a method that is used to prevent motor vehicles from getting too close to building entrances and exits?","Reflective glass","FALSE",""
"Basic Systems","Systems","SK0-005_Q069","Which of the following is a method that is used to prevent motor vehicles from getting too close to building entrances and exits?","Security guards","FALSE",""
"Basic Systems","Systems","SK0-005_Q069","Which of the following is a method that is used to prevent motor vehicles from getting too close to building entrances and exits?","Security cameras","FALSE",""
"Basic Systems","Systems","SK0-005_Q070","Which of the following actions should a server administrator take once a new backup scheme has been configured?","Overwrite the backups","FALSE",""
"Basic Systems","Systems","SK0-005_Q070","Which of the following actions should a server administrator take once a new backup scheme has been configured?","Clone the configuration","FALSE",""
"Basic Systems","Systems","SK0-005_Q070","Which of the following actions should a server administrator take once a new backup scheme has been configured?","Run a restore test","FALSE",""
"Basic Systems","Systems","SK0-005_Q070","Which of the following actions should a server administrator take once a new backup scheme has been configured?","Check the media integrity","TRUE",""
"Basic Systems","Systems","SK0-005_Q071","A technician is attempting to update a server’s firmware. After inserting the media for the firmware and restarting the server, the machine starts normally into the OS. Which of the following should the technician do NEXT to install the firmware?","Press F8 to enter safe mode","FALSE",""
"Basic Systems","Systems","SK0-005_Q071","A technician is attempting to update a server’s firmware. After inserting the media for the firmware and restarting the server, the machine starts normally into the OS. Which of the following should the technician do NEXT to install the firmware?","Boot from the media","TRUE",""
"Basic Systems","Systems","SK0-005_Q071","A technician is attempting to update a server’s firmware. After inserting the media for the firmware and restarting the server, the machine starts normally into the OS. Which of the following should the technician do NEXT to install the firmware?","Enable HIDS on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q071","A technician is attempting to update a server’s firmware. After inserting the media for the firmware and restarting the server, the machine starts normally into the OS. Which of the following should the technician do NEXT to install the firmware?","Log in with an administrative account","FALSE",""
"Basic Systems","Systems","SK0-005_Q072","(missing question text)","Password complexity","TRUE",""
"Basic Systems","Systems","SK0-005_Q072","(missing question text)","Password reuse","FALSE",""
"Basic Systems","Systems","SK0-005_Q072","(missing question text)","Account age threshold","FALSE",""
"Basic Systems","Systems","SK0-005_Q072","(missing question text)","Account lockout threshold","FALSE",""
"Basic Systems","Systems","SK0-005_Q073","A large number of connections to port 80 is discovered while reviewing the log files on a server. The server is not functioning as a web server. Which of the following represent the BEST immediate actions to prevent unauthorized server access? (Choose two.)","Audit all group privileges and permissions","TRUE",""
"Basic Systems","Systems","SK0-005_Q073","A large number of connections to port 80 is discovered while reviewing the log files on a server. The server is not functioning as a web server. Which of the following represent the BEST immediate actions to prevent unauthorized server access? (Choose two.)","Run a checksum tool against all the files on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q073","A large number of connections to port 80 is discovered while reviewing the log files on a server. The server is not functioning as a web server. Which of the following represent the BEST immediate actions to prevent unauthorized server access? (Choose two.)","Stop all unneeded services and block the ports on the firewall","FALSE",""
"Basic Systems","Systems","SK0-005_Q073","A large number of connections to port 80 is discovered while reviewing the log files on a server. The server is not functioning as a web server. Which of the following represent the BEST immediate actions to prevent unauthorized server access? (Choose two.)","Initialize a port scan on the server to identify open ports","TRUE",""
"Basic Systems","Systems","SK0-005_Q073","A large number of connections to port 80 is discovered while reviewing the log files on a server. The server is not functioning as a web server. Which of the following represent the BEST immediate actions to prevent unauthorized server access? (Choose two.)","Enable port forwarding on port 80","FALSE",""
"Basic Systems","Systems","SK0-005_Q073","A large number of connections to port 80 is discovered while reviewing the log files on a server. The server is not functioning as a web server. Which of the following represent the BEST immediate actions to prevent unauthorized server access? (Choose two.)","Install a NIDS on the server to prevent network intrusions","FALSE",""
"Basic Systems","Systems","SK0-005_Q074","A company is running an application on a file server. A security scan reports the application has a known vulnerability. Which of the following would be the company’s BEST course of action?","Upgrade the application package","FALSE",""
